a,a,a,a,a,a,a,a,a,a,a,a,a,a
-1,0.025641026,-3,-2,0,0.076923077,0,0.026315789,-1,-87,0.777777778,-2,0,1
-1,0.205128205,-2,-2,0,0,0,0.236842105,-1,-21,1,-2,0,1
-1,0.102564103,-2,-4,0,0,0,0.026315789,-2,-125,0,-1,0,0
-1,0.358974359,-1,-2,0.05,0,0.058823529,0.236842105,-1,-12,0.888888889,-2,0,1
-1,0.038461538,-3,-2,0,0,0.058823529,0,-1,-12,0.777777778,-2,0,1
-2,0.115384615,-2,-3,0,0,0,0.052631579,-1,-5,0.444444444,-3,1,1
-1,0.038461538,-3,-2,0,0.076923077,0.058823529,0.078947368,-2,-6,0.777777778,-2,0,1
-1,0.141025641,-2,-3,0,0,0,0.026315789,-1,-14,0.333333333,-1,1,0
-1,0.358974359,-1,-3,0,0,0,0.105263158,-1,-10,0.333333333,-1,1,0
-1,0.076923077,-3,-2,0,0,0,0,-1,-21,0.333333333,-1,0,0
-2,0.423076923,-1,-4,0,0,0,0.052631579,-2,-6,0,-1,0,0
-1,0.5,-1,-2,0,0,0,0.210526316,-2,-32,0.333333333,-1,0,1
-1,0.192307692,-2,-2,0,0,0,0.105263158,-1,-11,0.111111111,-1,0,1
-1,0.064102564,-3,-2,0,0.076923077,0,0.105263158,-1,-96,0.888888889,-2,0,1
-1,0.141025641,-2,-2,0,0,0,0.131578947,-1,-3,0.777777778,-2,0,0
-1,0.051282051,-3,-3,0,0,0,0,-2,-6,0.333333333,-1,1,1
-1,0.487179487,-1,-4,0,0,0,0.263157895,-2,-6,0.111111111,-1,0,1
-2,0.192307692,-2,-3,0,0,0,0.026315789,-2,-6,0.555555556,-3,1,1
-1,0.115384615,-2,-1,0,0,0,0,-1,-57,0.333333333,-1,0,1
-1,0.166666667,-2,-4,0,0,0,0.026315789,-2,-25,0.111111111,-1,0,0
-1,0.282051282,-2,-2,0,0,0,0.078947368,-1,-80,0.777777778,-2,0,1
-1,0.384615385,-1,-1,0,0,0,0,-2,-29,0,-1,0,0
-1,0.179487179,-2,-2,0,0.230769231,0,0.263157895,-1,-128,0.555555556,-3,0,1
-1,0.641025641,-1,-2,0,0,0,0.026315789,-1,-5,0.111111111,-1,0,0
-1,0.076923077,-3,-2,0,0,0,0.026315789,-2,-6,0.333333333,-1,0,0
-1,0.179487179,-2,-2,0,0,0,0.026315789,-1,-5,0.111111111,-1,0,0
-1,0.012820513,-3,-2,0,0.076923077,0,0.052631579,-1,-12,0.666666667,-3,0,1
-1,0.487179487,-1,-4,0,0,0,0.105263158,-1,-49,0,-1,0,0
-1,0.064102564,-3,-2,0,0,0,0.157894737,-1,-31,0.888888889,-2,0,1
-1,0.269230769,-2,-3,0.3,0.076923077,0,0.447368421,-1,-3,0.666666667,-3,1,1
-1,0.08974359,-2,-2,0,0,0,0.026315789,-1,-5,0.222222222,-1,0,0
-1,0.307692308,-2,-2,0,0,0,0.157894737,-1,-2,0.777777778,-2,0,1
-1,0.141025641,-2,-3,0,0,0,0.026315789,-2,-33,0.222222222,-1,1,0
-1,0.256410256,-2,-3,0,0,0,0.052631579,-2,-6,0,-1,1,0
-1,0.179487179,-2,-3,0,0.153846154,0.058823529,0.263157895,-1,-314,0.444444444,-3,1,1
-1,0.064102564,-3,-3,0,0,0,0.105263158,-2,-6,0.444444444,-3,1,1
-1,0.512820513,-1,-2,0,0,0,0.263157895,-1,-3,0.222222222,-1,0,1
-1,0.307692308,-2,-2,0,0,0,0.236842105,-1,-4,0.555555556,-3,0,1
-1,0.435897436,-1,-4,0,0,0,0.078947368,-1,-13,0.333333333,-1,0,0
-1,0.102564103,-2,-3,0,0,0,0.026315789,-1,-87,0.333333333,-1,1,1
-1,0.115384615,-2,-3,0,0,0,0.026315789,-1,-315,0,-1,1,0
-1,0.192307692,-2,-3,0,0,0,0.026315789,-1,-5,0.111111111,-1,1,0
-1,0.192307692,-2,-2,0,0,0,0.052631579,-1,-12,0.777777778,-2,0,1
-1,0.064102564,-3,-2,0,0,0,0,-2,-6,0.111111111,-1,0,1
-1,0.08974359,-2,-2,0,0.076923077,0,0.105263158,-1,-5,0.777777778,-2,0,1
-1,0.179487179,-2,-2,0,0,0,0,-1,-91,0.111111111,-1,0,1
-1,0.205128205,-2,-4,0,0,0,0.368421053,-1,-12,0.888888889,-2,0,1
-2,0.141025641,-2,-3,0,0,0,0,-2,-6,0.111111111,-1,1,0
-1,0.256410256,-2,-2,0,0,0,0.5,-1,-5,0.888888889,-2,0,1
-1,0.141025641,-2,-3,0,0,0,0,-2,-190,0,-1,1,0
-1,0.115384615,-2,-2,0,0,0,0.157894737,-1,-7,0.777777778,-2,0,1
-1,0.08974359,-2,-3,0,0,0,0,-2,-60,0.111111111,-1,1,1
-2,0.166666667,-2,-3,0,0,0.117647059,0.052631579,-1,-5,0.444444444,-3,1,1
-1,0.153846154,-2,-2,0,0,0,0.210526316,-1,-5,0.888888889,-2,0,1
-1,0.294871795,-2,-2,0,0,0,0,-1,-12,0.666666667,-3,0,0
-1,0.525641026,-1,-2,0,0,0,0.210526316,-1,-3,0.333333333,-1,0,0
-1,0.038461538,-3,-3,0,0,0,0.026315789,-2,-6,0.333333333,-1,1,1
-2,0.192307692,-2,-2,0,0,0,0.157894737,-2,-5,0.333333333,-1,0,1
-1,0.115384615,-2,-2,0,0,0,0.157894737,-1,-66,0.333333333,-1,0,1
-1,0.153846154,-2,-2,0,0,0,0,-1,-46,0,-1,0,0
-1,0.320512821,-2,-3,0,0,0,0.105263158,-1,-31,0.444444444,-3,1,0
-2,0.076923077,-3,-3,0,0,0.058823529,0.052631579,-1,-316,0.888888889,-2,1,0
-1,0.346153846,-1,-2,0,0,0,0.342105263,-2,-276,0.666666667,-3,0,1
-1,0.064102564,-3,-3,0,0,0.058823529,0,-1,-91,0.888888889,-2,1,1
-2,0.282051282,-2,-3,0,0,0,0.131578947,-1,-12,1,-2,1,0
-2,0.064102564,-3,-2,0,0,0,0,-1,-66,0.666666667,-3,0,0
-1,0.269230769,-2,-2,0,0,0,0.078947368,-1,-5,0.111111111,-1,0,0
-2,0.102564103,-2,-2,0,0,0,0.131578947,-1,-82,0.444444444,-3,0,1
-2,0.102564103,-2,-3,0,0,0,0,-2,-68,0.111111111,-1,1,0
-1,0.038461538,-3,-2,0,0,0,0,-2,-6,0.333333333,-1,0,0
-1,0.153846154,-2,-3,0,0.076923077,0.058823529,0.078947368,-1,-317,0.222222222,-1,1,0
-1,0.333333333,-2,-3,0,0,0,0,-1,-87,0.333333333,-1,1,0
-1,0.038461538,-3,-2,0,0,0,0.026315789,-1,-244,0.666666667,-3,0,1
-1,0.064102564,-3,-2,0,0,0,0,-2,-61,0.333333333,-1,0,0
-2,0.397435897,-1,-2,0,0,0,0.026315789,-1,-11,0,-1,0,0
-1,0.064102564,-3,-2,0,0,0,0.078947368,-1,-12,1,-2,0,1
-1,0.076923077,-3,-2,0,0,0,0.026315789,-1,-3,0.444444444,-3,0,1
-2,0.038461538,-3,-2,0,0,0,0.026315789,-1,-5,0.333333333,-1,0,1
-2,0.243589744,-2,-3,0,0,0,0.184210526,-1,-53,0.555555556,-3,1,1
-2,0.038461538,-3,-2,0,0,0,0.026315789,-2,-6,0.444444444,-3,0,1
-1,0.128205128,-2,-3,0,0,0,0.052631579,-1,-5,0.111111111,-1,1,1
-1,0.307692308,-2,-3,0,0,0,0.052631579,-2,-6,0.333333333,-1,1,0
-1,0.064102564,-3,-1,0,0.153846154,0,0.184210526,-1,-20,0.555555556,-3,0,1
-2,0.076923077,-3,-2,0,0,0,0.052631579,-1,-11,0.555555556,-3,0,1
-1,0.166666667,-2,-3,0,0,0,0,-1,-3,0.666666667,-3,1,0
-1,0.076923077,-3,-2,0.05,0,0,0.052631579,-2,-213,1,-2,0,1
-1,0.08974359,-2,-2,0,0,0,0.026315789,-1,-5,0.111111111,-1,0,0
-1,0.474358974,-1,-2,0,0,0,0.315789474,-1,-5,0.111111111,-1,0,0
-1,0.192307692,-2,-2,0,0,0,0.026315789,-2,-6,0,-1,0,1
-1,0.102564103,-2,-2,0.05,0.230769231,0,0.631578947,-2,-58,1,-2,0,1
-1,0.115384615,-2,-2,0,0,0,0.026315789,-1,-5,0.666666667,-3,0,0
-1,0.102564103,-2,-3,0,0,0,0.078947368,-2,-93,0.111111111,-1,1,0
-2,0.115384615,-2,-2,0,0,0,0,-2,-6,0.333333333,-1,0,0
-1,0.358974359,-1,-3,0,0,0,0,-1,-3,0,-1,1,0
-2,0.256410256,-2,-3,0,0,0,0.026315789,-2,-6,0.555555556,-3,1,1
-2,0.076923077,-3,-2,0,0,0,0,-2,-109,0.444444444,-3,0,0
-2,0.256410256,-2,-2,0,0,0,0,-2,-93,0.333333333,-1,0,0
-1,0.115384615,-2,-2,0,0,0,0.184210526,-1,-95,0.888888889,-2,0,1
-1,0.384615385,-1,-2,0,0,0,0.157894737,-1,-5,0.222222222,-1,0,0
-2,0.166666667,-2,-3,0,0,0,0.052631579,-1,-3,0.333333333,-1,1,1
-1,0.128205128,-2,-2,0,0,0,0.131578947,-2,-6,0.444444444,-3,0,1
-1,0.153846154,-2,-4,0,0,0,0.184210526,-1,-225,0.888888889,-2,0,0
-1,0.08974359,-2,-3,0,0,0.058823529,0.157894737,-2,-59,0.444444444,-3,1,1
-1,0.115384615,-2,-2,0,0,0,0.210526316,-1,-5,1,-2,0,1
-1,0.474358974,-1,-3,0,0,0,0,-2,-6,0,-1,1,0
-1,0.08974359,-2,-2,0,0,0,0.026315789,-1,-41,0.222222222,-1,0,0
-1,0.282051282,-2,-2,0,0,0,0.131578947,-1,-5,0.666666667,-3,0,1
-1,0.038461538,-3,-2,0,0,0,0,-1,-95,0.333333333,-1,0,1
-1,0.41025641,-1,-3,0,0,0,0.684210526,-1,-3,0.666666667,-3,1,1
-1,0.128205128,-2,-2,0,0.076923077,0,0.263157895,-1,-5,0.666666667,-3,0,1
-1,0.025641026,-3,-2,0,0.076923077,0,0.052631579,-1,-3,0.888888889,-2,0,1
-1,0.192307692,-2,-5,0.05,0,0,0.236842105,-2,-115,0.666666667,-3,0,1
-1,0.166666667,-2,-2,0.25,0,0,0.263157895,-1,-5,0.888888889,-2,0,1
-2,0.5,-1,-2,0,0,0,0,-2,-58,0,-1,0,0
-1,0.08974359,-2,-2,0,0,0,0,-2,-6,0.111111111,-1,0,0
-1,0.051282051,-3,-2,0,0.307692308,0,0.184210526,-1,-5,0.777777778,-2,0,1
-1,0.166666667,-2,-2,0,0,0,0.078947368,-1,-45,0.222222222,-1,0,1
-1,0.320512821,-2,-2,0,0,0,0.184210526,-1,-5,0.333333333,-1,0,0
-2,0.08974359,-2,-3,0,0,0,0,-2,-68,0.333333333,-1,1,0
-1,0.269230769,-2,-4,0,0,0,0.026315789,-2,-6,0.111111111,-1,0,0
-1,0.282051282,-2,-2,0,0,0,0.026315789,-1,-11,0,-1,0,0
-1,0.025641026,-3,-2,0,0,0,0,-1,-42,0.444444444,-3,0,1
-1,0.217948718,-2,-2,0,0,0,0.052631579,-2,-27,0.666666667,-3,0,0
-1,0.205128205,-2,-2,0,0,0,0.026315789,-2,-5,0,-1,0,1
-1,0.115384615,-2,-3,0,0,0.058823529,0.473684211,-1,-66,0.888888889,-2,1,1
-1,0.243589744,-2,-4,0,0,0,0.026315789,-1,-5,0.444444444,-3,0,1
-2,0.256410256,-2,-2,0,0,0,0.078947368,-1,-13,0,-1,0,1
-1,0.038461538,-3,-3,0,0,0,0,-1,-4,0.666666667,-3,1,1
-1,0.08974359,-2,-2,0,0,0,0,-2,-6,0,-1,0,1
-1,0.448717949,-1,-2,0,0,0,0.157894737,-2,-59,0.555555556,-3,0,1
-2,0.41025641,-1,-2,0,0,0,0.105263158,-1,-82,0.222222222,-1,0,0
-2,0.064102564,-3,-3,0,0,0,0.026315789,-2,-6,0.555555556,-3,1,0
-1,0.115384615,-2,-2,0.05,0,0,0.052631579,-1,-48,0.333333333,-1,0,1
-1,0.051282051,-3,-1,0,0,0,0,-1,-12,0.444444444,-3,0,1
-1,0.115384615,-2,-3,0,0,0,0,-2,-19,0.222222222,-1,1,1
-1,0.141025641,-2,-2,0,0,0,0.131578947,-1,-4,0.777777778,-2,0,1
-1,0.256410256,-2,-2,0,0,0,0.026315789,-2,-6,0,-1,0,0
-2,0.461538462,-1,-3,0,0,0,0.052631579,-1,-5,0.111111111,-1,1,0
-1,0.102564103,-2,-2,0,0,0,0.026315789,-1,-5,1,-2,0,1
-1,0.243589744,-2,-2,0.05,0.615384615,0.294117647,0.605263158,-1,-48,0.777777778,-2,0,1
-1,0.230769231,-2,-2,0,0.153846154,0.058823529,0.657894737,-2,-6,1,-2,0,1
-1,0.128205128,-2,-2,0,0,0,0.473684211,-1,-150,1,-2,0,1
-1,0.397435897,-1,-2,0,0,0,0.026315789,-2,-5,0,-1,0,0
-1,0.230769231,-2,-2,0,0,0,0.289473684,-1,-13,0.666666667,-3,0,0
-2,0.102564103,-2,-2,0,0,0,0.052631579,-1,-5,0.888888889,-2,0,0
-2,0.294871795,-2,-3,0,0,0,0,-1,-115,0.222222222,-1,1,0
-1,0.102564103,-2,-4,0,0,0.058823529,0.236842105,-1,-15,0.666666667,-3,0,1
-1,0.282051282,-2,-3,0.05,0,0,0.236842105,-1,-5,0.888888889,-2,1,0
-1,0.141025641,-2,-3,0,0,0.058823529,0.210526316,-2,-19,0.777777778,-2,1,0
-1,0.038461538,-3,-2,0.05,0,0,0.184210526,-1,-80,1,-2,0,1
-1,0.051282051,-3,-1,0,0,0,0,-1,-91,0.111111111,-1,0,1
-1,0.192307692,-2,-3,0,0,0,0,-1,-152,0,-1,1,0
-1,0.102564103,-2,-2,0,0,0,0.184210526,-1,-44,0.666666667,-3,0,0
-2,0.115384615,-2,-2,0,0,0,0,-2,-6,0.222222222,-1,0,1
-1,0.217948718,-2,-2,0,0,0,0.026315789,-1,-21,0.111111111,-1,0,0
-1,0.115384615,-2,-2,0,0,0,0.078947368,-2,-19,0.111111111,-1,0,0
-1,0.243589744,-2,-4,0,0,0,0.078947368,-2,-6,0,-1,0,1
-2,0.166666667,-2,-2,0,0,0,0.078947368,-1,-5,0.444444444,-3,0,0
-1,0.230769231,-2,-2,0.05,0,0,0.684210526,-1,-44,0.777777778,-2,0,1
-2,0.179487179,-2,-1,0,0,0,0,-2,-29,0.111111111,-1,0,0
-1,0.41025641,-1,-3,0,0,0,0.026315789,-1,-82,0,-1,1,0
-1,0.435897436,-1,-3,0,0,0,0.026315789,-1,-5,0,-1,1,0
-1,0.076923077,-3,-2,0,0,0,0.026315789,-2,-6,0.333333333,-1,0,0
-1,0.256410256,-2,-2,0,0,0,0,-1,-82,0.333333333,-1,0,0
-1,0.461538462,-1,-2,0,0,0,0.289473684,-1,-5,0.777777778,-2,0,0
-1,0.679487179,-1,-3,0,0,0,0.342105263,-1,-11,0.111111111,-1,1,0
-1,0.115384615,-2,-2,0,0.307692308,0.235294118,0.236842105,-1,-318,0.666666667,-3,0,1
-2,0.269230769,-2,-3,0,0,0,0.026315789,-1,-3,0.333333333,-1,1,0
-1,0.205128205,-2,-1,0,0,0,0.026315789,-2,-33,0.111111111,-1,0,1
-1,0.064102564,-3,-1,0,0,0,0,-2,-6,0.777777778,-2,0,1
-1,0.358974359,-1,-2,0.05,0,0,0.210526316,-2,-6,0.333333333,-1,0,1
-2,0.230769231,-2,-2,0,0,0,0.131578947,-1,-15,0.555555556,-3,0,1
-1,0.474358974,-1,-2,0,0,0,0,-1,-12,0,-1,0,0
-1,0.192307692,-2,-4,0,0,0,0.026315789,-1,-5,0.333333333,-1,0,0
-1,0.115384615,-2,-3,0,0,0,0,-1,-12,0.333333333,-1,1,0
-1,0.064102564,-3,-2,0,0,0.176470588,0.052631579,-1,-20,0.333333333,-1,0,1
-1,0.025641026,-3,-2,0.05,0,0,0.026315789,-1,-5,0.666666667,-3,0,1
-2,0.166666667,-2,-2,0,0.153846154,0,0.263157895,-1,-31,0.777777778,-2,0,0
-1,0.076923077,-3,-3,0,0,0,0.210526316,-1,-5,0.888888889,-2,1,0
-2,0.243589744,-2,-3,0,0,0,0.052631579,-1,-22,0.777777778,-2,1,1
-1,0.08974359,-2,-2,0,0,0,0,-2,-25,0.555555556,-3,0,1
-1,0.102564103,-2,-3,0,0,0,0,-1,-4,0.222222222,-1,1,0
-1,0.141025641,-2,-4,0,0,0,0,-1,-13,0.222222222,-1,0,0
-1,0.192307692,-2,-4,0,0,0,0.078947368,-2,-33,0.111111111,-1,0,0
-1,0.141025641,-2,-3,0,0,0,0,-1,-12,0.111111111,-1,1,0
-1,0.294871795,-2,-2,0,0,0,0.105263158,-2,-6,0,-1,0,1
-1,0.243589744,-2,-2,0,0,0,0,-1,-46,0,-1,0,1
-1,0.358974359,-1,-3,0,0,0,0.052631579,-1,-319,0.222222222,-1,1,0
-2,0.487179487,-1,-3,0,0,0,0.263157895,-1,-3,0.444444444,-3,1,1
-1,0.064102564,-3,-2,0,0,0,0,-1,-12,0.222222222,-1,0,1
-2,0.064102564,-3,-2,0,0,0,0.026315789,-1,-62,0.444444444,-3,0,1
-1,0.08974359,-2,-2,0,0,0,0,-1,-294,0.777777778,-2,0,1
-1,0.076923077,-3,-2,0,0,0,0.026315789,-1,-44,0.666666667,-3,0,1
-1,0.217948718,-2,-2,0,0,0,0.710526316,-1,-12,1,-2,0,0
-1,0.384615385,-1,-2,0,0,0,0.263157895,-1,-48,0.777777778,-2,0,0
-1,0.102564103,-2,-4,0,0,0,0.026315789,-2,-32,0.111111111,-1,0,1
-1,0.076923077,-3,-3,0,0,0,0.052631579,-1,-95,0.666666667,-3,1,1
-1,0.08974359,-2,-2,0,0.076923077,0.058823529,0.210526316,-1,-5,1,-2,0,0
-1,0.064102564,-3,-2,0,0,0,0,-1,-74,0.888888889,-2,0,1
-1,0.320512821,-2,-3,0,0,0,0.052631579,-1,-55,0,-1,1,0
-2,0.448717949,-1,-3,0,0,0,0,-2,-84,0,-1,1,0
-1,0.076923077,-3,-2,0,0,0,0.026315789,-1,-320,0.555555556,-3,0,1
-1,0.08974359,-2,-2,0.05,0,0,0.105263158,-2,-6,0.888888889,-2,0,0
-1,0.128205128,-2,-2,0,0,0,0,-1,-321,0.333333333,-1,0,0
-1,0.038461538,-3,-3,0,0,0,0.026315789,-1,-12,0.222222222,-1,1,0
-1,0.166666667,-2,-1,0,0,0,0,-2,-6,0.111111111,-1,0,0
-1,0.192307692,-2,-3,0,0,0,0.078947368,-1,-322,0.666666667,-3,1,1
-2,0.217948718,-2,-2,0,0,0,0.026315789,-1,-5,0,-1,0,0
-1,0.474358974,-1,-3,0,0,0,0.078947368,-2,-276,0.222222222,-1,1,0
-1,0.41025641,-1,-4,0,0,0,0.236842105,-2,-6,0.444444444,-3,0,1
-1,0.128205128,-2,-2,0,0,0,0,-2,-6,0.222222222,-1,0,0
-1,0.333333333,-2,-3,0,0,0,0,-2,-6,0,-1,1,1
-2,0.384615385,-1,-3,0,0,0,0.052631579,-1,-288,0,-1,1,0
-1,0.012820513,-3,-2,0.1,0.076923077,0.058823529,0.078947368,-1,-20,1,-2,0,1
-1,0.064102564,-3,-1,0,0,0,0.052631579,-2,-58,0.666666667,-3,0,0
-1,0.076923077,-3,-2,0,0,0.058823529,0.078947368,-1,-323,0.777777778,-2,0,1
-1,0.41025641,-1,-3,0,0,0,0.052631579,-1,-3,0.222222222,-1,1,0
-1,0.166666667,-2,-2,0,0,0,0,-2,-6,0.333333333,-1,0,0
-2,0.128205128,-2,-3,0,0,0,0,-1,-3,0.333333333,-1,1,1
-1,0.307692308,-2,-3,0,0,0,0,-1,-52,0,-1,1,0
-1,0.038461538,-3,-2,0,0,0,0,-2,-52,0.888888889,-2,0,1
-1,0.141025641,-2,-2,0,0,0,0.131578947,-1,-5,1,-2,0,0
-1,0.384615385,-1,-3,0,0,0,0.026315789,-1,-82,0,-1,1,0
-1,0.038461538,-3,-3,0,0,0,0,-1,-10,0.777777778,-2,1,1
-1,0.076923077,-3,-1,0,0,0,0,-2,-37,0.333333333,-1,0,1
-1,0.166666667,-2,-3,0,0,0,0.078947368,-1,-287,0.444444444,-3,1,1
-1,0.064102564,-3,-4,0,0,0,0,-2,-6,0.222222222,-1,0,0
-1,0.115384615,-2,-3,0,0,0,0,-1,-13,0.888888889,-2,1,1
-1,0.179487179,-2,-1,0,0,0,0,-2,-101,0.111111111,-1,0,0
-1,0.730769231,-1,-3,0,0,0,0.026315789,-1,-324,0.333333333,-1,1,1
-1,0.128205128,-2,-2,0,0,0,0.184210526,-1,-5,0.444444444,-3,0,1
-1,0.628205128,-1,-3,0,0,0,0,-2,-6,0,-1,1,0
-2,0.179487179,-2,-2,0,0,0,0.289473684,-1,-13,0.666666667,-3,0,0
-1,0.333333333,-2,-2,0,0,0,0.184210526,-1,-5,0.333333333,-1,0,0
-1,0.08974359,-2,-2,0,0,0,0.026315789,-1,-5,0.333333333,-1,0,1
-2,0.153846154,-2,-2,0,0,0,0.394736842,-2,-6,0.777777778,-2,0,1
-1,0.128205128,-2,-3,0,0.076923077,0,0.236842105,-2,-33,0.333333333,-1,1,0
-1,0.115384615,-2,-2,0,0,0,0,-1,-5,0.555555556,-3,0,1
-1,0.230769231,-2,-2,0,0,0,0.105263158,-1,-3,0.333333333,-1,0,0
-1,0.230769231,-2,-1,0,0,0,0.210526316,-2,-5,0.111111111,-1,0,0
-2,0.08974359,-2,-3,0,0,0,0,-2,-213,0.333333333,-1,1,0
-1,0.166666667,-2,-3,0,0,0,0.131578947,-1,-13,0.444444444,-3,1,1
-1,0.153846154,-2,-3,0,0,0,0,-2,-84,0,-1,1,1
-1,0.192307692,-2,-2,0,0,0,0.105263158,-1,-5,0.111111111,-1,0,0
-1,0.256410256,-2,-4,0,0,0,0,-2,-6,0,-1,0,0
-1,0.102564103,-2,-2,0,0,0,0.026315789,-2,-33,0.222222222,-1,0,1
-1,0.435897436,-1,-4,0,0,0,0.131578947,-1,-82,0.222222222,-1,0,1
-2,0.051282051,-3,-3,0,0,0,0.052631579,-2,-12,0.666666667,-3,1,1
-1,0.41025641,-1,-3,0,0,0,0,-1,-20,0,-1,1,0
-1,0.243589744,-2,-2,0,0,0,0.105263158,-1,-41,0,-1,0,0
-1,0.512820513,-1,-3,0,0,0,0.026315789,-1,-52,0,-1,1,1
-1,0.205128205,-2,-3,0,0,0,0.078947368,-2,-6,0.333333333,-1,1,1
-1,0.179487179,-2,-3,0,0,0,0.026315789,-1,-21,0,-1,1,1
-1,0.141025641,-2,-2,0,0,0,0,-2,-84,0,-1,0,1
-1,0.115384615,-2,-2,0,0,0,0,-2,-6,0,-1,0,0
-1,0.269230769,-2,-3,0,0,0,0.131578947,-1,-74,0.222222222,-1,1,0
-1,0.076923077,-3,-2,0,0,0,0,-1,-15,0.222222222,-1,0,0
-1,0.256410256,-2,-2,0.05,0,0,0.210526316,-2,-132,0.666666667,-3,0,0
-1,0.435897436,-1,-3,0,0,0,0.184210526,-1,-101,0.111111111,-1,1,0
-1,0.487179487,-1,-2,0,0,0,0.078947368,-2,-6,0.111111111,-1,0,1
-1,0.358974359,-1,-3,0,0,0,0.184210526,-1,-87,0.555555556,-3,1,1
-1,0.256410256,-2,-3,0,0,0,0.131578947,-1,-325,0,-1,1,1
-1,0.371794872,-1,-3,0,0,0,0.078947368,-2,-59,0.444444444,-3,1,0
-1,0.179487179,-2,-3,0,0,0,0,-1,-119,0,-1,1,0
-1,0.205128205,-2,-2,0,0.076923077,0,0.710526316,-2,-6,0.666666667,-3,0,0
-1,0.307692308,-2,-2,0,0,0,0.131578947,-1,-2,0.555555556,-3,0,0
-2,0.217948718,-2,-2,0,0,0,0,-2,-147,0,-1,0,1
-1,0.025641026,-3,-3,0,0,0,0,-1,-12,1,-2,1,1
-2,0.179487179,-2,-3,0,0,0,0.052631579,-1,-3,1,-2,1,1
-1,0.038461538,-3,-3,0,0,0.058823529,0,-2,-27,0.444444444,-3,1,0
-1,0.076923077,-3,-2,0,0,0,0,-2,-68,0.111111111,-1,0,1
-1,0.076923077,-3,-2,0,0,0,0.026315789,-2,-92,0.888888889,-2,0,1
-1,0.474358974,-1,-4,0,0,0,0.052631579,-1,-326,0,-1,0,0
-1,0.102564103,-2,-2,0,0,0,0,-2,-27,0.222222222,-1,0,1
-1,0.435897436,-1,-3,0,0,0,0.210526316,-1,-5,0.111111111,-1,1,0
-1,0.115384615,-2,-2,0,0,0,0.026315789,-2,-6,0.111111111,-1,0,0
-2,0.115384615,-2,-3,0,0,0,0,-2,-6,0.444444444,-3,1,0
-1,0.487179487,-1,-3,0,0,0,0,-1,-184,0,-1,1,0
-1,0.435897436,-1,-3,0,0,0,0.421052632,-1,-223,0.888888889,-2,1,1
-1,0.243589744,-2,-2,0,0,0,0.078947368,-1,-292,0,-1,0,1
-1,0.346153846,-1,-2,0,0,0,0,-2,-327,0,-1,0,0
-1,0.064102564,-3,-2,0,0,0,0.026315789,-2,-6,0.111111111,-1,0,0
-2,0.230769231,-2,-3,0,0,0,0.078947368,-1,-5,0.555555556,-3,1,1
-2,0.141025641,-2,-2,0,0,0,0,-1,-12,0.111111111,-1,0,0
-1,0.038461538,-3,-4,0,0,0,0,-1,-5,0.222222222,-1,0,0
-1,0.025641026,-3,-1,0,0.153846154,0.058823529,0.078947368,-2,-6,0.111111111,-1,0,1
-1,0.653846154,-1,-2,0,0,0,0.078947368,-1,-5,0.555555556,-3,0,0
-1,0.115384615,-2,-2,0,0.076923077,0,0.289473684,-1,-2,0.777777778,-2,0,0
-1,0.128205128,-2,-2,0.05,0,0.058823529,0.289473684,-1,-3,0.777777778,-2,0,1
-1,0.256410256,-2,-2,0,0,0,0.105263158,-2,-19,0,-1,0,0
-1,0.153846154,-2,-1,0,0,0,0,-1,-46,0,-1,0,0
-2,0.012820513,-3,-2,0,0,0,0.026315789,-1,-74,0.888888889,-2,0,1
-2,0.243589744,-2,-3,0,0,0,0.026315789,-1,-16,0,-1,1,0
-1,0.205128205,-2,-2,0,0,0,0,-2,-6,0,-1,0,1
-1,0.243589744,-2,-3,0,0,0,0.184210526,-1,-66,0.777777778,-2,1,1
-1,0.038461538,-3,-2,0,0,0.058823529,0.026315789,-1,-249,0.777777778,-2,0,0
-1,0.038461538,-3,-2,0,0,0,0,-1,-86,0.888888889,-2,0,1
-2,0.256410256,-2,-3,0,0,0,0.078947368,-1,-5,0.333333333,-1,1,0
-1,0.371794872,-1,-2,0,0,0,0.026315789,-2,-6,0.333333333,-1,0,0
-1,0.487179487,-1,-3,0,0,0,0.078947368,-1,-147,0.111111111,-1,1,0
-1,0.115384615,-2,-2,0,0,0,0.052631579,-1,-107,0.666666667,-3,0,1
-1,0.064102564,-3,-2,0,0,0,0,-2,-68,0.777777778,-2,0,0
-1,0.5,-1,-3,0,0,0,0,-1,-46,0,-1,1,0
-1,0.08974359,-2,-2,0,0.076923077,0,0.236842105,-1,-5,0.666666667,-3,0,0
-2,0.064102564,-3,-2,0,0,0,0.052631579,-1,-15,1,-2,0,1
-1,0.179487179,-2,-2,0,0,0,0.210526316,-1,-5,1,-2,0,1
-2,0.230769231,-2,-2,0,0,0,0.052631579,-2,-93,0.444444444,-3,0,0
-1,0.294871795,-2,-2,0,0,0,0.131578947,-2,-33,0.444444444,-3,0,0
-1,0.166666667,-2,-4,0,0,0,0.052631579,-1,-72,0.222222222,-1,0,0
-2,0.269230769,-2,-1,0,0,0,0,-1,-12,0,-1,0,0
-1,0.038461538,-3,-2,0,0,0,0.026315789,-1,-5,0.555555556,-3,0,1
-1,0.320512821,-2,-3,0,0,0,0.210526316,-1,-100,0.333333333,-1,1,1
-1,0.166666667,-2,-2,0,0,0,0.052631579,-2,-19,0.333333333,-1,0,0
