a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
0.123287671,-3,0.098629036,-2,0.533333333,-2,-9,-2,-1,-1,0,0,0.448979592,-1,1,0
0.328767123,-5,0.120343101,-1,0.8,-3,-4,-1,-1,-1,0,0,0.193877551,-1,1,0
0.109589041,-3,0.199018856,-6,0.6,-2,-1,-2,-1,-1,0,0,0.448979592,-1,1,0
0.616438356,-3,0.094075473,-5,0.266666667,-2,-5,-2,-1,-1,0,0,0.397959184,-1,1,0
0.082191781,-3,0.201103923,-4,0.866666667,-1,-4,-1,-1,-1,0,0,0.397959184,-1,1,0
0.109589041,-3,0.12313792,-2,0.533333333,-1,-6,-4,-4,-1,0.068490685,0,0.397959184,-1,0,0
0.178082192,-3,0.079071421,-1,0.8,-1,-6,-1,-1,-2,0,0,0.448979592,-1,1,0
0.424657534,-3,0.017823345,-2,0.533333333,-1,-3,-1,-1,-1,0,0,0.397959184,-1,1,0
0.04109589,-3,0.248432971,-2,0.533333333,-1,-5,-6,-5,-1,0,0,0.397959184,-5,0,0
0.465753425,-3,0.119646946,-6,0.6,-2,-2,-3,-1,-2,0,0,0.142857143,-1,1,1
0.02739726,-3,0.111750613,-6,0.6,-1,-3,-4,-1,-1,0,0,0.091836735,-1,1,0
0.191780822,-3,0.216603578,-2,0.533333333,-1,-9,-1,-1,-1,0,0,0.397959184,-1,1,0
0.260273973,-3,0.110127157,-1,0.8,-2,-2,-2,-1,-1,0.07298073,0,0.5,-1,1,1
0.315068493,-3,0.177898291,-2,0.533333333,-1,-6,-4,-2,-1,0,0,0.397959184,-1,0,0
0.178082192,-2,0.179989476,-3,0.4,-1,-8,-4,-2,-1,0,0,0.397959184,-1,0,0
0.150684932,-2,0.027814942,-6,0.6,-1,-11,-1,-1,-1,0,0.365013774,0.397959184,-1,1,0
0.547945205,-3,0.083170172,-5,0.266666667,-2,-11,-2,-2,-1,0,0,0.397959184,-1,0,1
0.01369863,-3,0.130614112,-3,0.4,-1,-6,-4,-1,-1,0,0,0.142857143,-1,1,0
0.506849315,-3,0.133905894,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,1
0.205479452,-3,0.103923624,-2,0.533333333,-2,-9,-2,-2,-1,0,0,0.397959184,-1,0,0
0.479452055,-3,0.116601946,-4,0.866666667,-1,-4,-1,-1,-1,0,0,0.397959184,-1,1,0
0.136986301,-3,0.113386306,-2,0.533333333,-5,-9,-5,-1,-2,0,0,0.397959184,-1,1,0
0.01369863,-3,0.089219381,-6,0.6,-1,-5,-4,-1,-1,0,0,0.193877551,-1,1,0
0.273972603,-2,0.116175007,-2,0.533333333,-1,-11,-1,-1,-1,0,0,0.346938776,-1,1,0
0.479452055,-3,0.234398369,-2,0.533333333,-2,-9,-2,-2,-1,0,0,0.397959184,-1,0,1
0.575342466,-3,0.19963751,-5,0.266666667,-1,-5,-1,-2,-1,0,0,0.5,-1,0,0
0.136986301,-3,0.311571,-10,0.666666667,-1,-9,-1,-1,-1,0,0,0.397959184,-1,1,0
0.356164384,-4,0.069202875,-2,0.533333333,-2,-9,-2,-1,-1,0,0,0.397959184,-1,1,0
0.534246575,-3,0.012697357,-6,0.6,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,1
0.369863014,-2,0.013156249,-6,0.6,-2,-8,-2,-1,-1,0,0,0.724489796,-1,1,0
0.273972603,-3,0.115284418,-10,0.666666667,-1,-11,-1,-1,-1,0,0,0.448979592,-1,1,0
0.150684932,-3,0.072079275,-10,0.666666667,-3,-2,-1,-1,-1,0.105201052,0,0.5,-1,1,1
0.424657534,-2,0.057183997,-2,0.533333333,-5,-5,-6,-1,-2,0,0,0.244897959,-1,1,0
0.561643836,-2,0.012211952,-1,0.8,-2,-2,-2,-1,-1,0,0,0.5,-1,1,0
0.164383562,-3,0.130856135,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.448979592,-1,1,0
0.273972603,-3,0.060882323,-7,0.733333333,-2,-6,-2,-1,-1,0,0,0.397959184,-1,1,0
0.246575342,-6,0.082714,-11,0.933333333,-2,-4,-2,-1,-1,0,0,0.5,-1,1,1
0.260273973,-3,0.246568172,-10,0.666666667,-3,-11,-1,-1,-1,0,0,0.37755102,-1,1,0
0.479452055,-3,0.099891498,-2,0.533333333,-2,-1,-2,-1,-1,0,0,0.479591837,-1,1,0
0.178082192,-3,0.080173441,-2,0.533333333,-3,-7,-1,-1,-1,0,0,0.397959184,-1,1,0
0.068493151,-3,0.156412652,-5,0.266666667,-1,-11,-4,-1,-1,0,0,0.397959184,-1,1,0
0.520547945,-2,0.228521839,-7,0.733333333,-2,-6,-2,-1,-1,0,0,0.602040816,-1,1,0
0.602739726,-3,0.106390081,-2,0.533333333,-2,-2,-3,-1,-2,0.150241502,0,0.37755102,-1,1,1
0.219178082,-3,0.115937743,-2,0.533333333,-3,-3,-5,-1,-1,0,0,0.295918367,-1,1,0
0.397260274,-3,0.143060609,-6,0.6,-2,-6,-2,-1,-1,0,0,0.5,-1,1,0
0.643835616,-3,0.093662131,-3,0.4,-7,-10,-5,-1,-2,0,0,0.153061224,-1,1,0
0.150684932,-3,0.147816084,-13,0.333333333,-4,-11,-5,-1,-1,0,0,0.397959184,-5,1,0
0.02739726,-3,0.180972524,-2,0.533333333,-1,-1,-1,-1,-2,0,0,0.418367347,-1,1,0
0.260273973,-3,0.101215824,-2,0.533333333,-5,-1,-1,-1,-1,0,0,0.397959184,-14,1,0
0.356164384,-2,0.079104053,-1,0.8,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,1
0.534246575,-3,0.100543463,-1,0.8,-2,-2,-2,-1,-1,0,0,0.418367347,-1,1,1
0.095890411,-5,0.127738392,-6,0.6,-1,-12,-4,-1,-1,0,0,0.397959184,-1,1,0
0.315068493,-3,0.083873806,-2,0.533333333,-2,-6,-2,-1,-1,0,0,0.602040816,-1,1,0
0.383561644,-6,0.073719727,-7,0.733333333,-2,-2,-2,-1,-1,0,0,0.5,-1,1,1
0.534246575,-5,0.115164766,-4,0.866666667,-7,-4,-1,-1,-2,0,0,0.397959184,-1,1,0
0.246575342,-4,0.116445583,-1,0.8,-1,-4,-4,-1,-2,0,0,0.397959184,-1,1,0
0.260273973,-2,0.268303991,-11,0.933333333,-2,-4,-2,-1,-1,0,0,0.602040816,-1,1,1
0.452054795,-2,0.125642448,-11,0.933333333,-2,-4,-2,-1,-1,0,0,0.5,-1,1,1
0.602739726,-3,0.126061909,-8,0.2,-7,-5,-1,-2,-2,0,0,0.204081633,-1,0,0
0.191780822,-3,0.115937743,-10,0.666666667,-1,-7,-4,-1,-1,0,0.454545455,0.602040816,-1,1,0
0.630136986,-3,0.108074722,-6,0.6,-2,-4,-2,-1,-1,0,0,0.397959184,-1,1,0
0.328767123,-3,0.130110352,-10,0.666666667,-2,-2,-2,-1,-1,0,0,0.397959184,-1,1,0
0.424657534,-3,0.102788293,-2,0.533333333,-2,-9,-2,-1,-1,0,0,0.397959184,-1,1,0
0.383561644,-3,0.101185232,-2,0.533333333,-3,-6,-1,-1,-2,0,0,0.346938776,-1,1,0
0.095890411,-3,0.112756775,-2,0.533333333,-2,-9,-2,-1,-1,0,0,0.397959184,-1,1,0
0.232876712,-3,0.060940109,-6,0.6,-3,-4,-1,-2,-1,0,0,0.397959184,-10,0,1
0.136986301,-3,0.015412635,-1,0.8,-1,-6,-1,-1,-2,0,0,0.397959184,-1,1,0
0.123287671,-3,0.029738208,-10,0.666666667,-1,-11,-4,-1,-1,0,0,0.479591837,-1,1,0
0.136986301,-3,0.118436152,-2,0.533333333,-1,-3,-4,-1,-1,0,0,0.397959184,-1,1,0
0.520547945,-3,0.258338228,-10,0.666666667,-2,-2,-2,-1,-1,0,0,0.397959184,-1,1,0
0.287671233,-3,0.064555494,-2,0.533333333,-2,-2,-2,-1,-1,0,0,0.397959184,-1,1,1
0.191780822,-3,0.113384947,-2,0.533333333,-2,-1,-3,-1,-2,0,0,0.397959184,-1,1,1
0.465753425,-2,0.11045416,-7,0.733333333,-2,-6,-2,-1,-1,0,0,0.397959184,-1,1,1
0.534246575,-3,0.038717524,-15,0.466666667,-2,-4,-2,-1,-1,0,0,0.397959184,-1,1,1
0.301369863,-3,0.015038724,-7,0.733333333,-2,-9,-2,-1,-1,0,0,0.397959184,-1,1,0
0.452054795,-3,0.183493367,-6,0.6,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,1
0.232876712,-5,0.062389526,-1,0.8,-2,-4,-2,-1,-1,0,0.470844812,0.397959184,-1,1,0
0.369863014,-3,0.268501145,-2,0.533333333,-3,-6,-1,-1,-1,0.036740367,0,0.5,-1,1,0
0.054794521,-3,0.030012863,-2,0.533333333,-1,-12,-4,-1,-1,0,0,0.397959184,-1,1,0
0.273972603,-3,0.111633001,-6,0.6,-2,-9,-2,-1,-1,0,0,0.704081633,-1,1,0
0.01369863,-3,0.06939119,-15,0.466666667,-1,-1,-1,-1,-2,0,0,0.295918367,-1,1,0
0.287671233,-3,0.070725715,-2,0.533333333,-2,-9,-2,-1,-1,0,0,0.653061224,-1,1,1
0.02739726,-3,0.134326714,-2,0.533333333,-1,-1,-4,-1,-1,0,0,0.112244898,-1,1,0
0.397260274,-3,0.108416682,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.02739726,-3,0.223960118,-6,0.6,-1,-6,-4,-1,-2,0,0,0.244897959,-1,1,0
0.068493151,-3,0.263723915,-6,0.6,-1,-6,-4,-1,-2,0,0,0.193877551,-5,1,0
0.287671233,-3,0.123971403,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.5,-1,1,0
0.219178082,-3,0.105519207,-4,0.866666667,-3,-2,-4,-1,-2,0.140841408,0,0.5,-1,1,1
0.904109589,-2,0.136033791,-2,0.533333333,-7,-2,-1,-1,-1,0,0,0.071428571,-1,1,0
0.232876712,-3,0.028150103,-6,0.6,-2,-10,-2,-1,-1,0,0,0.397959184,-1,1,1
0.287671233,-3,0.095318219,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.219178082,-3,0.071659814,-6,0.6,-7,-1,-5,-1,-2,0,0,0.397959184,-1,1,0
0.136986301,-3,0.105611665,-2,0.533333333,-2,-1,-3,-2,-2,0,0.433195592,0.397959184,-1,0,1
0.287671233,-3,0.097068125,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.602040816,-1,1,0
0.109589041,-3,0.065155792,-6,0.6,-1,-5,-1,-1,-1,0,0,0.244897959,-1,1,0
0.287671233,-3,0.008789641,-2,0.533333333,-2,-10,-2,-1,-1,0,0,0.397959184,-1,1,0
0.479452055,-3,0.151419232,-1,0.8,-2,-2,-2,-1,-1,0,0,0.479591837,-1,1,1
0.219178082,-1,0.198880169,-4,0.866666667,-1,-4,-1,-1,-1,0,0,0.5,-1,1,0
0,-3,0.155685903,-3,0.4,-1,-5,-4,-1,-2,0,0,0.193877551,-1,1,0
0.150684932,-3,0.075401649,-1,0.8,-1,-2,-1,-1,-2,0.068490685,0,0.602040816,-1,1,0
0.479452055,-5,0.020490354,-2,0.533333333,-3,-1,-5,-2,-2,0,0,0.397959184,-1,0,0
0.232876712,-3,0.067338756,-2,0.533333333,-5,-3,-1,-1,-1,0.024630246,0,0.397959184,-1,1,0
0.109589041,-3,0.091459452,-1,0.8,-1,-4,-4,-1,-2,0,0,0.142857143,-1,1,0
0,-3,0.081363159,-5,0.266666667,-1,-5,-4,-2,-1,0,0,0.255102041,-1,0,0
0.068493151,-3,0.169892504,-2,0.533333333,-1,-5,-4,-2,-1,0,0,0.806122449,-1,0,0
0.068493151,-3,0.178610762,-2,0.533333333,-1,-3,-1,-2,-1,0,0,0.397959184,-1,0,0
0.397260274,-3,0.119886929,-6,0.6,-2,-6,-2,-1,-1,0,0.433195592,0.397959184,-1,1,1
0.561643836,-3,0.206473973,-2,0.533333333,-3,-9,-1,-2,-2,0,0,0.397959184,-1,0,0
0.301369863,-3,0.093463618,-6,0.6,-3,-6,-6,-1,-2,0,0,0.346938776,-1,1,0
0.575342466,-5,0.079380068,-6,0.6,-7,-5,-1,-1,-2,0,0,0.397959184,-13,1,0
0.602739726,-3,0.099455721,-2,0.533333333,-2,-1,-2,-1,-1,0,0,0.397959184,-1,1,0
0.205479452,-3,0.194342922,-10,0.666666667,-2,-11,-2,-1,-1,0,0,0.448979592,-1,1,0
0.452054795,-3,0.107044766,-1,0.8,-2,-2,-2,-3,-1,0,0,0.397959184,-12,0,1
0.465753425,-3,0.013280659,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.04109589,-3,0.156437126,-6,0.6,-1,-11,-4,-1,-1,0,0,0.397959184,-1,1,0
0.287671233,-5,0.114180359,-1,0.8,-2,-2,-2,-2,-1,0,0,0.397959184,-1,0,0
0.369863014,-4,0.127582709,-10,0.666666667,-2,-11,-2,-2,-1,0,0,0.397959184,-1,0,1
0.150684932,-3,0.217727352,-10,0.666666667,-1,-6,-1,-1,-1,0,0,0.5,-1,1,0
0.452054795,-3,0.140216842,-4,0.866666667,-2,-4,-3,-1,-2,0,0,0.397959184,-1,1,0
0.493150685,-3,0.039432715,-9,1,-3,-4,-1,-1,-1,0,0,0.5,-1,1,0
0.342465753,-2,0.009444327,-1,0.8,-2,-6,-2,-1,-1,0,0,0.448979592,-1,1,0
0.410958904,-3,0.120768001,-4,0.866666667,-2,-4,-2,-3,-1,0,0,0.448979592,-4,0,0
0.301369863,-3,0.074901967,-2,0.533333333,-2,-1,-3,-1,-2,0,0,0.397959184,-1,1,1
0.287671233,-2,0.01632226,-2,0.533333333,-1,-8,-1,-1,-1,0,0,0.602040816,-1,1,0
0.232876712,-1,0.107038648,-1,0.8,-1,-4,-4,-1,-1,0,0,0.5,-1,1,0
0.315068493,-3,0.054513589,-6,0.6,-2,-4,-3,-1,-2,0,0,0.397959184,-1,1,0
0.630136986,-3,0.102003078,-6,0.6,-7,-6,-1,-1,-2,0,0,0.193877551,-1,1,0
0.493150685,-3,0.226376267,-6,0.6,-2,-2,-3,-1,-2,0,0,0.397959184,-1,1,1
0.356164384,-3,0.118745479,-10,0.666666667,-3,-4,-1,-1,-1,0,0,0.479591837,-1,1,0
0.150684932,-3,0.039888887,-6,0.6,-1,-2,-1,-1,-1,0,0.383149679,0.602040816,-1,1,0
0.698630137,-3,0.117327334,-2,0.533333333,-7,-2,-1,-1,-2,0,0,0.091836735,-1,1,1
0.397260274,-1,0.259080613,-1,0.8,-2,-4,-2,-1,-1,0,0,0.37755102,-1,1,0
0.547945205,-3,0.169193629,-2,0.533333333,-1,-1,-6,-1,-2,0,0,0.397959184,-1,1,0
0.287671233,-3,0.075993109,-2,0.533333333,-3,-1,-1,-1,-2,0,0,0.346938776,-1,1,0
0.671232877,-3,0.121511065,-4,0.866666667,-2,-6,-2,-1,-1,0,0,0.397959184,-1,1,0
0.164383562,-3,0.079908983,-7,0.733333333,-1,-6,-4,-1,-2,0,0,0.397959184,-1,1,0
0.506849315,-3,0.160138171,-1,0.8,-2,-6,-2,-1,-1,0.076880769,0,0.5,-1,1,1
0.287671233,-3,0.10808492,-2,0.533333333,-1,-4,-1,-1,-1,0,0,0.397959184,-1,1,0
0.246575342,-3,0.133400773,-3,0.4,-5,-14,-5,-1,-2,0,0,0.071428571,-5,1,0
0.178082192,-3,0.104145932,-1,0.8,-1,-4,-4,-1,-2,0,0,0.367346939,-1,1,0
0.301369863,-3,0.204986485,-2,0.533333333,-1,-1,-5,-2,-2,0,0,0.397959184,-1,0,0
0.191780822,-3,0.184191562,-4,0.866666667,-1,-4,-1,-2,-1,0,0,0.397959184,-1,0,0
0.452054795,-3,0.103876715,-2,0.533333333,-2,-9,-2,-1,-1,0,0,0.5,-1,1,0
0.178082192,-2,0.108832063,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.602040816,-1,1,0
0.109589041,-3,0.119277793,-1,0.8,-1,-6,-4,-1,-2,0,0,0.397959184,-1,1,0
0.095890411,-3,0.133936487,-1,0.8,-1,-14,-1,-1,-2,0,0,0.397959184,-24,1,0
0.575342466,-5,0.107114789,-2,0.533333333,-5,-12,-6,-2,-2,0,0.536960514,0.397959184,-1,0,0
0.383561644,-3,0.126492927,-1,0.8,-2,-1,-2,-1,-1,0,0,0.142857143,-1,1,0
0.643835616,-3,0.161477454,-12,0.133333333,-5,-5,-6,-1,-2,0,0,0.193877551,-2,1,0
0.602739726,-3,0.07374692,-15,0.466666667,-2,-5,-3,-1,-2,0,0,0.397959184,-1,1,0
0.342465753,-3,0.120330184,-10,0.666666667,-3,-10,-5,-1,-2,0,0,0.397959184,-1,1,0
0.150684932,-3,0.180134962,-12,0.133333333,-2,-9,-2,-1,-1,0,0,0.397959184,-5,1,0
0.493150685,-3,0.075594044,-2,0.533333333,-3,-3,-1,-1,-1,0,0,0.397959184,-1,1,0
0.219178082,-2,0.104496049,-3,0.4,-3,-3,-1,-1,-1,0,0,0.06122449,-1,1,0
0.232876712,-5,0.157950448,-4,0.866666667,-2,-4,-2,-2,-1,0,0,0.397959184,-1,0,0
0.328767123,-3,0.107309903,-6,0.6,-2,-5,-2,-1,-1,0,0,0.479591837,-1,1,0
0.684931507,-3,0.170181435,-6,0.6,-2,-3,-2,-1,-1,0.093860939,0,0.234693878,-2,1,1
0.397260274,-3,0.111048339,-7,0.733333333,-7,-4,-5,-1,-2,0,0,0.265306122,-1,1,0
0.205479452,-3,0.090000517,-2,0.533333333,-2,-6,-3,-1,-2,0,0,0.397959184,-1,1,0
0.328767123,-3,0.12538071,-2,0.533333333,-2,-7,-2,-1,-1,0,0,0.397959184,-1,1,0
0.178082192,-3,0.044830638,-1,0.8,-2,-4,-2,-5,-1,0,0,0.397959184,-1,0,0
0.506849315,-2,0.095868209,-1,0.8,-3,-2,-1,-1,-1,0,0,0.5,-1,1,0
0.219178082,-3,0.114657606,-2,0.533333333,-3,-5,-5,-2,-1,0,0,0.397959184,-1,0,0
0.232876712,-3,0.071257349,-1,0.8,-1,-2,-1,-1,-2,0,0,0.397959184,-1,1,0
0.383561644,-3,0.124851795,-6,0.6,-3,-1,-1,-1,-2,0,0,0.479591837,-1,1,0
0.054794521,-3,0.162767789,-2,0.533333333,-1,-5,-4,-1,-1,0,0,0.397959184,-1,1,0
0.109589041,-3,0.121354022,-1,0.8,-2,-4,-2,-1,-1,0,0,0.397959184,-1,1,0
0.287671233,-3,0.078728102,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.408163265,-1,1,0
0,-3,0.108800111,-3,0.4,-1,-11,-4,-1,-2,0,0,0.142857143,-1,1,0
0.246575342,-3,0.138771503,-2,0.533333333,-3,-6,-1,-1,-2,0,0,0.295918367,-1,1,0
0.287671233,-3,0.060620584,-1,0.8,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.424657534,-5,0.267670381,-7,0.733333333,-2,-12,-2,-1,-1,0,0,0.56122449,-1,1,1
0.109589041,-3,0.024667287,-2,0.533333333,-1,-5,-1,-2,-1,0,0,0.397959184,-29,0,0
0.547945205,-3,0.149301533,-4,0.866666667,-1,-2,-1,-1,-1,0,0,0.397959184,-2,1,0
0.205479452,-3,0.174853971,-1,0.8,-3,-2,-1,-1,-2,0,0,0.5,-1,1,1
0.301369863,-5,0.175668418,-1,0.8,-5,-4,-1,-2,-1,0,0,0.295918367,-1,0,0
0.082191781,-3,0.126549354,-1,0.8,-1,-1,-4,-1,-2,0,0,0.346938776,-1,1,0
0.054794521,-3,0.198521214,-2,0.533333333,-1,-3,-5,-1,-1,0,0,0.448979592,-1,1,0
0.410958904,-3,0.063845742,-2,0.533333333,-3,-1,-5,-1,-2,0,0,0.479591837,-1,1,0
0.109589041,-3,0.118793748,-8,0.2,-1,-9,-6,-1,-2,0,0,0.397959184,-22,1,0
0.328767123,-4,0.124614531,-6,0.6,-4,-1,-1,-2,-1,0.046500465,0,0.397959184,-1,0,0
0.02739726,-3,0.111541223,-2,0.533333333,-1,-5,-4,-1,-2,0,0,0.142857143,-1,1,0
0.095890411,-3,0.043439008,-2,0.533333333,-1,-11,-1,-1,-1,0,0,0.418367347,-1,1,0
0.547945205,-3,0.077473799,-1,0.8,-2,-2,-2,-1,-1,0.150241502,0,0.5,-1,1,1
0.205479452,-3,0.063206693,-2,0.533333333,-2,-7,-2,-1,-1,0,0,0.397959184,-1,1,0
0.150684932,-2,0.121738131,-10,0.666666667,-2,-11,-2,-1,-1,0,0,0.448979592,-1,1,0
0.315068493,-3,0.044707588,-1,0.8,-2,-2,-2,-1,-1,0,0,0.755102041,-1,1,1
0.054794521,-1,0.220265872,-6,0.6,-1,-4,-4,-1,-1,0,0,0.193877551,-1,1,0
0.383561644,-2,0.013233071,-1,0.8,-2,-6,-2,-1,-1,0,0,0.397959184,-1,1,1
0.520547945,-3,0.110905573,-13,0.333333333,-2,-7,-2,-1,-1,0,0,0.5,-1,1,0
0.342465753,-3,0.107672258,-6,0.6,-2,-1,-2,-2,-1,0,0,0.397959184,-1,0,0
0.438356164,-3,0.125966731,-2,0.533333333,-2,-1,-2,-1,-1,0,0,0.37755102,-1,1,0
0.287671233,-3,0.023334802,-2,0.533333333,-2,-3,-2,-1,-1,0,0,0.397959184,-1,1,0
0.452054795,-3,0.088307717,-1,0.8,-1,-2,-1,-1,-1,0,0,0.397959184,-1,1,0
0.410958904,-3,0.10508139,-2,0.533333333,-2,-9,-2,-1,-1,0,0,0.479591837,-1,1,1
0.301369863,-3,0.147225984,-1,0.8,-2,-6,-2,-1,-1,0,0,0.397959184,-9,1,1
0.342465753,-3,0.246307793,-2,0.533333333,-2,-7,-2,-1,-1,0,0,0.295918367,-1,1,0
0.205479452,-3,0.283089135,-2,0.533333333,-3,-11,-6,-2,-2,0,0,0.5,-1,0,0
0.369863014,-4,0.154227648,-7,0.733333333,-3,-2,-1,-1,-2,0.023540235,0,0.397959184,-1,1,0
0.452054795,-6,0.098253765,-11,0.933333333,-2,-4,-2,-1,-1,1,0,0.806122449,-1,1,1
0.520547945,-3,0.010174474,-2,0.533333333,-3,-1,-5,-4,-2,0,0,0.448979592,-1,0,0
0.273972603,-3,0.104500128,-2,0.533333333,-1,-9,-4,-1,-1,0,0,0.397959184,-1,1,0
0.575342466,-3,0.067599134,-2,0.533333333,-3,-1,-1,-1,-2,0,0,0.397959184,-1,1,0
0.534246575,-3,0.061307222,-3,0.4,-2,-7,-2,-1,-1,0,0,0.397959184,-1,1,0
0.219178082,-2,0.201746371,-15,0.466666667,-1,-11,-1,-2,-1,0,0,0.316326531,-1,0,0
0.246575342,-3,0.062116231,-1,0.8,-2,-10,-2,-1,-1,0,0,0.397959184,-1,1,1
0.369863014,-3,0.094987137,-2,0.533333333,-1,-5,-5,-1,-1,0,0,0.397959184,-1,1,0
0.547945205,-1,0.163963626,-2,0.533333333,-2,-2,-2,-1,-1,0,0,0.397959184,-1,1,1
0.191780822,-3,0.070961619,-6,0.6,-1,-2,-1,-2,-2,0,0,0.397959184,-1,0,0
0.01369863,-3,0.172812413,-3,0.4,-1,-6,-1,-1,-2,0,0,0.142857143,-1,1,0
0.356164384,-3,0.025070431,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.704081633,-1,1,0
0.219178082,-3,0.091051548,-2,0.533333333,-2,-11,-2,-5,-1,0,0,0.397959184,-1,0,0
0.01369863,-3,0.294371747,-6,0.6,-1,-1,-4,-1,-1,0,0,0.244897959,-1,1,0
0.410958904,-3,0.105030402,-1,0.8,-1,-1,-4,-1,-1,0,0,0.397959184,-1,1,0
0.493150685,-3,0.070219914,-2,0.533333333,-3,-5,-5,-1,-2,0,0,0.397959184,-1,1,0
0.575342466,-2,0.086467392,-10,0.666666667,-1,-2,-1,-1,-1,0,0,0.346938776,-1,1,1
0.438356164,-3,0.17299529,-13,0.333333333,-2,-2,-2,-1,-1,0,0,0.397959184,-1,1,0
0.123287671,-3,0.320440862,-7,0.733333333,-1,-11,-1,-1,-1,0,0,0.397959184,-1,1,0
0.109589041,-3,0.011952254,-2,0.533333333,-1,-3,-1,-1,-1,0,0,0.602040816,-8,1,0
0.260273973,-1,0.133969799,-4,0.866666667,-1,-4,-4,-1,-2,0,0,0.295918367,-1,1,0
0.164383562,-3,0.124173315,-2,0.533333333,-1,-2,-1,-1,-2,0,0,0.448979592,-1,1,0
0.479452055,-3,0.107683815,-13,0.333333333,-3,-5,-6,-1,-2,0,0,0.244897959,-1,1,0
0.452054795,-2,0.1174735,-1,0.8,-2,-6,-2,-1,-1,0,0,0.5,-1,1,0
0.068493151,-3,0.071784224,-1,0.8,-1,-2,-4,-3,-2,0,0,0.397959184,-1,0,0
0.369863014,-2,0.06520678,-4,0.866666667,-3,-2,-5,-1,-2,0,0,0.397959184,-1,1,0
0.205479452,-3,0.105932549,-10,0.666666667,-2,-3,-2,-1,-1,0,0,0.397959184,-1,1,1
0.438356164,-3,0.07590541,-2,0.533333333,-3,-1,-5,-1,-2,0,0,0.37755102,-1,1,0
0.191780822,-3,0.330560269,-16,0.066666667,-2,-8,-2,-1,-1,0,0,0.448979592,-5,1,0
0.219178082,-3,0.143019139,-2,0.533333333,-2,-5,-2,-1,-1,0,0,0.397959184,-1,1,0
0.452054795,-3,0.06765828,-2,0.533333333,-2,-6,-3,-1,-2,0,0,0.142857143,-1,1,0
0.123287671,-3,0.030136593,-6,0.6,-1,-1,-1,-1,-2,0,0.453168044,0.397959184,-1,1,0
0.520547945,-3,0.125346038,-1,0.8,-2,-4,-2,-1,-1,0.07298073,0,0.397959184,-1,1,1
0.438356164,-4,0.014709681,-2,0.533333333,-7,-2,-1,-1,-2,0,0,0.193877551,-1,1,0
0.068493151,-3,0.126212153,-2,0.533333333,-2,-6,-3,-1,-2,0,0,0.397959184,-1,1,0
0.356164384,-3,0.089515791,-1,0.8,-2,-2,-2,-1,-1,0,0,0.37755102,-1,1,1
0.561643836,-3,0.1527388,-6,0.6,-2,-4,-2,-1,-1,0,0,0.418367347,-1,1,0
0.424657534,-1,0.135413777,-4,0.866666667,-2,-4,-2,-1,-1,0.150241502,0,0.397959184,-1,1,1
0.054794521,-3,0.029105957,-3,0.4,-1,-5,-4,-1,-1,0,0,0.5,-1,1,0
0.684931507,-5,0.110923929,-8,0.2,-7,-5,-1,-1,-2,0,0,0.193877551,-1,1,0
0.301369863,-2,0.118837257,-3,0.4,-2,-7,-2,-1,-1,0,0,0.397959184,-1,1,0
0.479452055,-4,0.203089054,-10,0.666666667,-3,-8,-1,-1,-2,0,0,0.397959184,-1,1,0
0.109589041,-3,0.179909255,-1,0.8,-1,-4,-1,-1,-1,0,0,0.397959184,-1,1,0
0.136986301,-2,0.06829393,-6,0.6,-1,-2,-1,-1,-1,0,0,0.602040816,-1,1,1
0.01369863,-3,0.11574059,-3,0.4,-1,-6,-4,-1,-2,0,0,0.193877551,-1,1,0
0.328767123,-5,0.115055992,-2,0.533333333,-2,-7,-2,-2,-1,0,0,0.397959184,-1,0,1
0.575342466,-3,0.130522334,-9,1,-1,-4,-1,-1,-1,0,0,0.5,-1,1,0
0.082191781,-3,0.304924891,-7,0.733333333,-1,-5,-4,-2,-1,0,0,0.43877551,-1,0,0
0.342465753,-3,0.060040682,-2,0.533333333,-3,-5,-4,-1,-2,0,0,0.142857143,-1,1,0
0.506849315,-2,0.04727738,-11,0.933333333,-2,-4,-2,-1,-1,0,0,0.295918367,-1,1,1
0.301369863,-3,0.159711231,-2,0.533333333,-1,-11,-1,-1,-1,0,0,0.602040816,-1,1,0
0.547945205,-5,0.120316588,-5,0.266666667,-2,-5,-2,-1,-1,0,0,0.397959184,-1,1,0
0.465753425,-3,0.10144493,-13,0.333333333,-3,-5,-5,-1,-2,0,0,0.244897959,-1,1,0
