a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
-3,0.029411765,-1,-4,0.00616265,-5,-2,1,-2,-1,1,-4,0.589285714,-1,-1,0.333333333,-2,0,-2,-1,1,0
-1,0.235294118,-2,-3,0.107956421,-1,-3,1,-1,-1,1,-4,0.357142857,-1,-1,0,-1,0,-1,-1,1,0
-2,0.205882353,-2,-5,0.700231099,-2,-4,0.666666667,-2,-1,1,-3,0.339285714,-1,-2,0,-3,0,-1,-1,1,1
-3,0.264705882,-2,-4,0.056839441,-1,-3,1,-2,-1,1,-2,0.107142857,-1,-3,0,-1,0,-2,-1,1,0
-4,0.117647059,-2,-4,0.059425553,-2,-5,1,-1,-1,0,-1,0.125,-1,-1,0,-1,0,-2,-1,1,0
-3,0.382352941,-3,-6,0.221305161,-5,-2,0.333333333,-1,-1,0.333333333,-2,0.125,-1,-1,0.333333333,-2,0,-2,-1,1,0
-3,0.205882353,-1,-1,0.109387036,-2,-2,0.333333333,-2,-1,0,-4,0.107142857,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.205882353,-2,-1,0.048200726,-1,-5,1,-2,-1,0.333333333,-1,0.035714286,-1,-3,0,-1,0,-1,-1,0,0
-2,0.205882353,-1,-3,0.391988555,-2,-4,1,-1,-1,1,-2,0.375,-3,-1,0.333333333,-3,0,-1,-1,1,0
-2,0.161764706,-1,-6,0.114229119,-3,-2,0.333333333,-1,-1,1,-4,0.142857143,-2,-1,0,-1,0,-2,-1,1,0
-3,0.073529412,-2,-6,0.065973369,-2,-3,0.666666667,-2,-1,0.333333333,-4,0.142857143,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.205882353,-2,-4,0.086387146,-2,-2,0.333333333,-4,-1,0.333333333,-2,0.196428571,-1,-1,0,-3,0,-1,-1,1,0
-2,0.117647059,-2,-3,0.040332343,-4,-5,0,-2,-1,1,-1,0,-1,-3,0,-2,0,-2,-1,0,0
-1,0.470588235,-2,-4,0.165015957,-2,-3,0.333333333,-1,-1,1,-3,0.357142857,-2,-2,0,-3,1,-1,-1,1,0
-1,0.029411765,-1,-1,0.093925388,-2,-3,0,-2,-1,1,-4,0.214285714,-1,-1,0,-1,0,-2,-1,1,0
-3,0.073529412,-1,-3,0.118631011,-2,-4,0.333333333,-1,-1,0.666666667,-4,0.214285714,-1,-1,0,-3,0,-2,-1,1,0
-2,0.514705882,-3,-2,0.633322329,-5,-3,0.333333333,-1,-1,0.666666667,-3,0.232142857,-1,-3,0,-1,0,-1,-1,1,0
-1,0.117647059,-2,-3,0.128095081,-2,-4,0.666666667,-2,-1,1,-3,0.642857143,-1,-2,0,-3,0,-2,-1,1,0
-1,0.470588235,-1,-3,0.115439639,-2,-2,0.666666667,-4,-1,0.333333333,-2,0.482142857,-1,-1,0.333333333,-1,0,-1,-1,1,0
-2,0.117647059,-2,-4,0.053538021,-2,-1,0,-3,-1,0,-1,0.482142857,-1,-3,0.333333333,-1,0,-2,-1,1,1
-3,0.294117647,-1,-1,0.069659954,-4,-2,1,-2,-1,0,-1,0.428571429,-1,-1,0.333333333,-2,0,-2,-1,1,0
-3,0.205882353,-2,-1,0.067293936,-2,-5,0.666666667,-4,-1,1,-1,0.357142857,-1,-1,0,-1,0,-1,-1,1,0
-2,0.205882353,-1,-6,0.090073732,-1,-2,1,-4,-1,1,-1,0.160714286,-2,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.294117647,-3,-6,0.462088698,-2,-5,0.333333333,-1,-1,0.333333333,-4,0.142857143,-2,-1,0.333333333,-1,0,-1,-1,1,1
-3,0.147058824,-3,-4,0.03037306,-2,-2,1,-1,-1,0.333333333,-4,0.142857143,-1,-1,0.333333333,-2,0,-2,-1,1,0
-2,0.205882353,-3,-4,0.145757676,-1,-1,1,-1,-1,1,-4,0.428571429,-1,-1,0,-1,1,-2,-1,1,0
-2,0.294117647,-2,-1,0.098437328,-2,-5,0,-4,-1,0,-2,0.053571429,-1,-1,0,-1,0,-1,-1,0,1
-3,0.294117647,-1,-5,0.107131066,-1,-3,1,-1,-1,1,-4,0.428571429,-1,-1,0.333333333,-1,1,-1,-1,1,0
-1,0.161764706,-2,-1,0.044183999,-2,-5,1,-4,-1,0.333333333,-1,0.142857143,-1,-1,0,-1,0,-2,-2,1,0
-3,0.294117647,-2,-1,0.164245626,-3,-1,0.666666667,-3,-1,0.333333333,-4,0.125,-1,-1,0,-3,0,-1,-1,1,0
-4,0.117647059,-1,-4,0.037911302,-3,-3,1,-4,-1,0.333333333,-1,0.160714286,-1,-1,0.666666667,-1,0,-1,-1,1,1
-2,0.294117647,-2,-1,0.094475625,-2,-1,1,-2,-1,1,-4,0.017857143,-1,-1,0,-1,0,-1,-1,0,0
-3,0.426470588,-1,-5,0.385330692,-2,-3,0.666666667,-1,-1,0.333333333,-4,0.285714286,-1,-1,0.333333333,-3,0,-1,-1,1,0
-3,0.117647059,-1,-6,0.112358314,-2,-4,1,-1,-1,0.333333333,-4,0.410714286,-3,-1,0.333333333,-3,0,-1,-1,1,1
-3,0.088235294,-2,-4,0.07411687,-3,-2,0.666666667,-1,-1,0.333333333,-3,0.375,-1,-3,0,-2,1,-2,-2,1,0
-1,0.294117647,-2,-4,0.06223176,-1,-2,1,-2,-1,0.333333333,-2,0.285714286,-1,-1,0,-1,0,-2,-1,1,1
-3,0.470588235,-1,-5,0.307692308,-2,-1,0.333333333,-1,-1,0.333333333,-2,0.285714286,-1,-1,0.333333333,-1,1,-1,-1,1,0
-1,0.117647059,-2,-4,0.128150105,-2,-5,1,-1,-1,0,-1,0.25,-1,-1,0,-2,1,-2,-1,1,1
-1,0.205882353,-3,-2,0.45234951,-1,-2,0,-2,-1,0.333333333,-4,0.071428571,-1,-3,0.333333333,-1,0,-1,-1,0,0
-3,0.25,-2,-4,0.139319908,-3,-3,0,-2,-1,0.333333333,-4,0.214285714,-2,-1,0,-3,0,-2,-1,1,0
-2,0.205882353,-2,-4,0.043578739,-1,-2,1,-2,-1,0.333333333,-2,0.25,-1,-1,0,-1,0,-2,-1,1,1
-3,0.161764706,-2,-4,0.161549466,-4,-3,0.333333333,-2,-1,0.666666667,-4,0.017857143,-1,-3,0,-1,0,-2,-1,0,0
-2,0.117647059,-2,-5,0.097832068,-1,-2,1,-1,-1,0.333333333,-4,0.196428571,-1,-1,0,-1,0,-2,-1,1,0
-2,0.117647059,-1,-4,0.038956751,-2,-3,0.333333333,-1,-1,0.666666667,-1,0.5,-1,-1,0.333333333,-2,1,-2,-1,1,0
-3,0.25,-3,-3,0.073786728,-5,-3,1,-1,-1,0.666666667,-1,0.267857143,-1,-1,0.333333333,-3,0,-2,-1,1,0
-2,0.117647059,-2,-3,0.138219434,-1,-1,0,-2,-1,0.333333333,-2,0.107142857,-2,-1,0,-1,0,-1,-1,1,1
-2,0.205882353,-2,-5,0.139154837,-2,-2,0,-4,-1,0.666666667,-4,0.035714286,-1,-3,0,-1,0,-1,-1,0,0
-3,0.352941176,-1,-1,0.137173985,-2,-1,1,-1,-1,0.333333333,-4,0.178571429,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.205882353,-1,-1,0.04946627,-4,-2,1,-1,-1,0.666666667,-1,0.482142857,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.073529412,-2,-3,0.058490151,-2,-1,0,-1,-1,1,-4,0.017857143,-1,-1,0,-1,0,-2,-1,0,0
-1,0.205882353,-1,-8,0.051722241,-2,-4,0.333333333,-2,-1,1,-3,0.642857143,-1,-2,0.666666667,-4,1,-2,-1,1,1
-3,0.014705882,-2,-6,0.175965665,-2,-3,0,-1,-1,1,-1,0.982142857,-1,-1,0,-2,0,-2,-1,1,0
-2,0.294117647,-2,-9,0.609552107,-2,-2,0.333333333,-1,-3,0.666666667,-4,0.178571429,-2,-1,0.333333333,-3,0,-1,-1,1,1
-1,0.029411765,-1,-3,0.089248377,-2,-4,1,-1,-1,1,-3,0.303571429,-1,-2,0.666666667,-3,0,-1,-1,1,0
-3,0.294117647,-1,-8,0.099482778,-2,-2,1,-3,-1,0.333333333,-1,0.25,-1,-1,0.333333333,-1,0,-1,-1,1,0
-1,0.073529412,-2,-3,0.103774623,-2,-2,0.666666667,-1,-1,0.333333333,-1,0.107142857,-1,-1,0,-1,0,-2,-1,1,0
-2,0.117647059,-2,-1,0.067899197,-1,-2,0.333333333,-4,-1,0,-1,0.107142857,-1,-1,0,-1,0,-1,-1,1,1
-3,0.029411765,-2,-8,0.022559701,-3,-3,0.333333333,-4,-1,1,-1,0.071428571,-1,-3,0,-2,0,-2,-1,0,0
-3,0.294117647,-1,-4,0.057059536,-4,-1,1,-2,-1,1,-1,0.321428571,-1,-1,0.333333333,-1,0,-1,-1,1,0
-1,0.558823529,-1,-8,0.172994388,-2,-4,1,-1,-3,1,-4,0.821428571,-1,-1,0.333333333,-4,0,-2,-1,1,0
-4,0.117647059,-5,-6,0.019753494,-2,-5,1,-2,-1,0,-1,0.125,-1,-1,0,-4,0,-2,-1,1,1
-3,0.117647059,-2,-4,0.089908661,-2,-1,1,-1,-1,1,-4,0.357142857,-1,-1,0,-3,0,-1,-1,1,0
-1,0.117647059,-2,-3,0.075382414,-2,-2,0.333333333,-2,-3,0.666666667,-2,0.196428571,-1,-1,0,-1,0,-2,-1,1,0
-2,0.235294118,-3,-9,0.130901288,-2,-2,0.333333333,-1,-1,0.666666667,-4,0.178571429,-2,-1,0.333333333,-1,0,-1,-1,1,0
-3,0.117647059,-2,-2,0.025806097,-2,-1,1,-1,-1,1,-4,0.392857143,-2,-1,0,-2,1,-2,-1,1,1
-2,0.647058824,-1,-3,0.266644657,-2,-2,0.333333333,-2,-1,0.666666667,-4,0.196428571,-1,-1,0,-3,0,-1,-1,1,1
-3,0.073529412,-1,-2,0.054693518,-1,-1,1,-2,-1,1,-2,0.392857143,-1,-3,0.333333333,-2,0,-2,-1,1,0
-1,0.470588235,-2,-4,0.087597667,-2,-5,1,-2,-1,1,-4,0.267857143,-1,-1,0,-1,0,-1,-1,1,1
-2,0.044117647,-2,-1,0.127985034,-2,-2,0.333333333,-1,-2,0.333333333,-1,0.285714286,-1,-1,0,-1,0,-2,-1,1,0
-4,0.117647059,-2,-3,0.064597777,-1,-1,0.666666667,-2,-1,1,-1,0.642857143,-1,-1,0,-3,0,-1,-1,1,0
-2,0.161764706,-3,-8,0.069439859,-4,-2,0.666666667,-4,-1,0.666666667,-2,0.75,-3,-1,0.333333333,-1,0,-2,-1,1,1
-3,0.470588235,-1,-5,0.594475625,-1,-2,1,-1,-1,0.333333333,-4,0.196428571,-1,-1,0,-3,0,-1,-1,1,0
-3,0.029411765,-2,-1,0.014746341,-2,-2,0.666666667,-2,-1,0,-1,0.178571429,-1,-1,0,-1,0,-2,-1,1,0
-3,0.117647059,-4,-3,0.138054363,-2,-1,0.333333333,-1,-1,1,-2,0.267857143,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.294117647,-2,-5,0.133157258,-2,-1,1,-1,-1,1,-4,0.285714286,-1,-1,0,-3,0,-1,-1,1,0
-1,0.294117647,-2,-4,0.251293056,-2,-3,0.333333333,-1,-3,0.666666667,-2,0.214285714,-1,-1,0,-1,0,-1,-1,1,1
-3,0.294117647,-2,-5,0.133652471,-2,-5,1,-2,-1,0,-3,0.178571429,-1,-1,0,-3,0,-1,-1,1,0
-1,0.102941176,-1,-4,0.201111478,-2,-2,0.333333333,-1,-1,0.333333333,-1,0.303571429,-1,-3,0.333333333,-1,1,-2,-1,1,0
-1,0.117647059,-2,-5,0.172554198,-2,-1,0.666666667,-1,-1,1,-3,0.285714286,-1,-2,0,-1,0,-1,-1,1,1
-1,0.029411765,-2,-7,0.0051172,-2,-5,1,-2,-1,0,-1,0.142857143,-1,-1,0,-1,0,-2,-1,1,0
-3,0.205882353,-2,-1,0.23902278,-2,-5,0.666666667,-1,-1,0.333333333,-4,0.232142857,-1,-1,0,-1,0,-1,-1,1,0
-1,0.470588235,-2,-3,0.185429735,-2,-2,0,-1,-2,0.333333333,-2,0.321428571,-1,-1,0,-1,1,-2,-1,1,0
-1,0.161764706,-2,-4,0.080939804,-2,-5,0.333333333,-1,-1,0.666666667,-1,0.303571429,-1,-1,0,-1,0,-2,-1,1,0
-2,0.117647059,-2,-3,0.152250468,-2,-5,0.666666667,-2,-1,0,-1,0.267857143,-1,-3,0,-3,0,-2,-1,1,0
-2,0.117647059,-2,-10,0.027731925,-1,-1,1,-1,-1,1,-2,0.339285714,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.205882353,-2,-6,0.093540222,-2,-3,1,-1,-1,0,-4,0.267857143,-3,-1,0.333333333,-1,0,-1,-1,1,0
-1,0.294117647,-2,-5,0.147133267,-2,-2,0.666666667,-1,-2,1,-3,0.785714286,-2,-1,0,-1,1,-1,-1,1,0
-1,0.294117647,-3,-1,0.077528337,-2,-5,1,-2,-1,0.333333333,-4,0.178571429,-1,-3,0,-2,0,-1,-1,1,1
-3,0.647058824,-3,-1,0.384505337,-1,-1,0.666666667,-1,-1,0.666666667,-4,0.232142857,-2,-1,0.333333333,-1,1,-2,-1,1,0
-3,0.426470588,-3,-6,0.138329482,-2,-2,0.333333333,-2,-1,0.333333333,-4,0.125,-1,-1,0.333333333,-1,0,-1,-1,1,0
-3,0.294117647,-3,-5,0.243699791,-2,-3,0.666666667,-1,-1,0.666666667,-4,0.285714286,-1,-1,0.333333333,-2,0,-1,-1,1,0
-2,0.294117647,-2,-1,0.156377242,-5,-5,0.666666667,-4,-1,0.333333333,-4,0.053571429,-1,-3,0,-1,0,-1,-1,0,1
-1,0.029411765,-2,-2,0.010894685,-2,-5,1,-2,-1,1,-2,0.071428571,-1,-1,0,-1,0,-2,-1,0,1
-1,0.073529412,-2,-4,0.022229559,-2,-2,1,-1,-1,0.666666667,-4,0.160714286,-1,-1,0,-2,0,-2,-1,1,1
-3,0.029411765,-2,-10,0.054363376,-1,-4,1,-1,-1,1,-2,0.303571429,-1,-1,0,-3,1,-1,-1,1,0
-2,0.205882353,-1,-1,0.054748542,-2,-2,1,-4,-1,0.333333333,-4,0.25,-1,-1,0,-1,0,-2,-1,1,1
-1,0.205882353,-4,-3,0.157587763,-2,-5,0,-2,-1,1,-2,0.125,-1,-3,0,-1,0,-2,-1,1,1
-3,0.514705882,-2,-5,0.127599868,-3,-2,1,-1,-1,1,-4,0.089285714,-1,-1,0,-1,0,-2,-1,0,0
-4,0.294117647,-2,-1,0.269725982,-2,-3,1,-1,-1,0.333333333,-4,0.107142857,-2,-1,0,-1,0,-2,-1,1,0
-2,0.117647059,-2,-6,0.043303621,-5,-3,0.666666667,-1,-1,1,-1,0.357142857,-1,-1,0,-2,0,-2,-1,1,0
-1,0.161764706,-1,-3,0.067569055,-2,-1,1,-1,-1,1,-4,0.446428571,-1,-1,0.333333333,-1,1,-1,-1,1,0
-2,0.117647059,-1,-1,0.182843623,-2,-2,0,-2,-1,0,-1,0.071428571,-1,-1,0,-2,0,-2,-1,0,0
-2,0.294117647,-2,-4,0.052327501,-2,-5,1,-1,-1,0,-2,0.125,-1,-1,0,-1,0,-2,-1,1,0
-1,0.382352941,-2,-3,0.185539782,-4,-1,1,-2,-1,1,-2,0.678571429,-1,-3,0.333333333,-1,0,-1,-1,1,0
-3,0.161764706,-3,-3,0.039066799,-4,-3,0.666666667,-2,-1,0.333333333,-2,0.196428571,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.117647059,-1,-4,0.050236602,-3,-2,1,-1,-1,1,-1,0.446428571,-1,-1,0,-1,0,-1,-1,1,0
-2,0.029411765,-3,-4,0.05276769,-2,-4,1,-1,-1,1,-2,0.5,-1,-1,0,-3,0,-1,-1,1,1
-3,0.117647059,-2,-1,0.155551887,-2,-2,0.333333333,-1,-1,1,-4,0.589285714,-1,-1,0,-1,0,-1,-1,1,0
-3,0.294117647,-2,-4,0.192967976,-2,-1,1,-2,-3,1,-3,0.767857143,-1,-2,0,-1,0,-1,-1,1,0
-3,0.088235294,-2,-4,0.064267635,-5,-2,0.666666667,-1,-1,0.333333333,-1,0.285714286,-1,-3,0,-2,0,-2,-2,1,0
-3,0.029411765,-2,-4,0.179817321,-2,-2,0.333333333,-1,-2,0.666666667,-2,0.125,-1,-3,0,-1,0,-2,-1,1,0
-3,0.117647059,-1,-1,0.092659844,-2,-1,0.333333333,-1,-1,0.333333333,-3,0.125,-1,-1,0.333333333,-1,0,-2,-1,1,0
-2,0.338235294,-4,-6,0.44393089,-2,-1,0.333333333,-2,-1,1,-3,0.410714286,-1,-2,0.333333333,-3,0,-1,-1,1,1
-3,0.029411765,-1,-1,0.054308353,-5,-2,0,-2,-1,0,-2,0.142857143,-1,-1,0.333333333,-1,0,-2,-1,1,0
-2,0.029411765,-2,-1,0.006492792,-1,-1,1,-1,-1,1,-2,0.339285714,-1,-1,0,-1,0,-2,-1,1,0
-1,0.117647059,-1,-4,0.103004292,-2,-2,0.666666667,-1,-1,0.333333333,-1,0.357142857,-1,-3,0.333333333,-2,1,-2,-2,1,0
-1,0.294117647,-2,-3,0.151094971,-1,-2,0.333333333,-4,-1,1,-4,0.017857143,-1,-1,0,-1,0,-2,-1,0,1
-2,0.470588235,-2,-3,0.483327831,-5,-5,1,-1,-3,0,-3,0.178571429,-1,-3,0,-3,0,-1,-1,1,1
-3,0.294117647,-1,-3,0.073456586,-2,-3,1,-1,-1,0.666666667,-2,0.375,-1,-1,0.333333333,-1,0,-2,-1,1,0
-2,0.205882353,-2,-1,0.057829867,-2,-1,1,-4,-2,0.333333333,-1,0.232142857,-1,-1,0,-2,0,-2,-1,1,0
-4,0.029411765,-1,-4,0.059040387,-5,-1,0.333333333,-3,-1,1,-4,0.160714286,-1,-1,0.333333333,-1,1,-1,-1,1,0
-1,0.294117647,-2,-4,0.158082976,-2,-5,1,-2,-1,0,-2,0.142857143,-1,-1,0,-1,0,-2,-1,1,1
-1,0.470588235,-2,-5,0.28848905,-2,-1,0.333333333,-1,-1,1,-3,0.410714286,-1,-2,0,-1,1,-2,-1,1,0
-4,0.073529412,-2,-1,0.048200726,-5,-1,0.333333333,-3,-1,1,-1,0.535714286,-1,-1,0,-1,0,-2,-1,1,0
-2,0.294117647,-1,-1,0.053152856,-5,-5,1,-1,-1,1,-3,0.339285714,-2,-1,0.333333333,-1,1,-2,-1,1,1
-1,0.294117647,-2,-4,0.052657643,-2,-5,1,-2,-1,1,-2,0.089285714,-1,-3,0,-1,0,-2,-1,0,1
-3,0.088235294,-2,-4,0.058270056,-1,-2,1,-1,-2,1,-2,0.142857143,-1,-1,0,-2,0,-2,-1,1,1
-4,0.161764706,-1,-5,0.116099923,-3,-2,0.333333333,-1,-1,0.333333333,-4,0.303571429,-1,-1,0,-1,0,-1,-1,1,0
-2,0.161764706,-5,-4,0.363156157,-5,-4,0,-1,-1,0.333333333,-2,0.267857143,-1,-1,0,-3,1,-1,-1,1,1
-3,0.294117647,-2,-1,0.063992517,-2,-2,1,-4,-1,0.333333333,-2,0.160714286,-1,-1,0,-1,0,-2,-1,1,0
-3,0.514705882,-2,-5,0.458787279,-5,-1,1,-1,-1,0.333333333,-4,0.464285714,-1,-1,0,-3,0,-1,-1,1,0
-1,0.117647059,-2,-4,0.028007043,-2,-3,1,-1,-1,0.333333333,-1,0.125,-1,-1,0,-1,0,-2,-1,1,1
-3,0.470588235,-2,-5,0.244084957,-2,-2,0.333333333,-1,-1,0.333333333,-3,0.232142857,-1,-2,0,-3,0,-1,-1,1,0
-4,0.161764706,-2,-6,0.13409266,-2,-3,0.333333333,-1,-1,1,-2,0.125,-1,-3,0,-1,0,-1,-1,1,0
-2,0.117647059,-3,-1,0.018432926,-2,-2,1,-4,-3,1,-1,0.017857143,-1,-3,0.333333333,-1,0,-2,-1,0,0
-3,0.294117647,-2,-4,0.110322439,-1,-5,1,-1,-1,0,-2,0.625,-1,-1,0,-1,0,-2,-1,1,0
-1,0.029411765,-1,-4,0.019753494,-2,-3,1,-2,-1,0.666666667,-2,0.321428571,-1,-1,0.333333333,-1,0,-2,-2,1,0
-1,0.029411765,-1,-4,0.061131286,-2,-5,0.333333333,-1,-1,1,-1,0.375,-1,-1,0,-2,1,-2,-2,1,0
-3,0.470588235,-1,-3,0.378397711,-2,-5,0.333333333,-2,-1,1,-2,0.071428571,-1,-3,0.333333333,-1,0,-1,-1,0,1
-1,0.029411765,-2,-4,0.052437548,-5,-1,0.666666667,-1,-1,0.333333333,-2,0.428571429,-1,-1,0,-1,0,-1,-1,1,0
-3,0.029411765,-1,-1,0.024760647,-1,-1,1,-1,-1,1,-3,0.303571429,-1,-2,0.333333333,-1,0,-2,-1,1,0
-3,0.294117647,-1,-8,0.289259382,-2,-1,0.666666667,-1,-1,1,-3,0.446428571,-1,-2,0.333333333,-1,0,-2,-1,1,0
-1,0.205882353,-2,-1,0.161769561,-2,-2,0.333333333,-2,-1,0.333333333,-1,0.089285714,-1,-1,0,-1,0,-2,-1,0,1
-1,0.647058824,-4,-3,0.377957522,-2,-2,0.666666667,-1,-1,1,-3,0.607142857,-1,-2,0.333333333,-1,1,-2,-1,1,1
-3,0.294117647,-2,-5,0.178166612,-5,-3,0.666666667,-2,-1,1,-4,0.071428571,-1,-1,0,-1,0,-2,-1,0,0
-2,0.205882353,-2,-1,0.047485419,-2,-2,1,-2,-2,1,-1,0.125,-1,-1,0,-2,1,-2,-1,1,0
-2,0.323529412,-2,-5,0.424562562,-2,-5,0.333333333,-1,-1,0.666666667,-4,0.196428571,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.161764706,-1,-2,0.070540332,-5,-2,1,-2,-1,0.666666667,-4,0.214285714,-1,-1,0,-1,0,-2,-1,1,0
-3,0,-1,-1,0.068944646,-2,-3,0.333333333,-1,-1,0,-1,0.410714286,-1,-1,0.333333333,-2,1,-2,-1,1,0
-1,0.470588235,-2,-1,0.112908551,-2,-2,1,-3,-1,1,-4,0.214285714,-1,-3,0,-1,0,-2,-1,1,1
-1,0.029411765,-2,-4,0.022669748,-2,-5,0.666666667,-1,-1,1,-1,0.392857143,-1,-1,0,-2,1,-1,-1,1,0
-2,0.470588235,-2,-2,0.111312865,-2,-3,0.666666667,-1,-1,0,-4,0.232142857,-1,-1,0.333333333,-1,1,-2,-1,1,0
-2,0.161764706,-2,-4,0.131011335,-5,-2,0.333333333,-2,-1,1,-4,0.160714286,-1,-3,0.333333333,-1,0,-1,-1,1,1
-3,0.117647059,-3,-5,0.068944646,-2,-2,1,-4,-1,1,-1,0.392857143,-1,-3,0,-1,0,-2,-1,1,0
-3,0.294117647,-2,-1,0.058380103,-5,-3,1,-4,-1,0.666666667,-2,0.125,-1,-1,0,-1,0,-1,-1,1,0
-3,0.294117647,-2,-1,0.15709255,-1,-5,1,-1,-1,0.333333333,-4,0.107142857,-1,-1,0.333333333,-1,0,-2,-1,1,0
-4,0.25,-1,-2,0.113843953,-2,-5,0.333333333,-3,-1,0,-4,0.25,-1,-3,0,-1,0,-2,-1,1,1
-1,0.029411765,-2,-4,0.061846594,-1,-4,1,-2,-1,0.666666667,-2,1,-1,-1,0,-3,0,-1,-1,1,0
-2,0.205882353,-1,-3,0.184989546,-2,-1,0.666666667,-2,-1,1,-2,0.321428571,-1,-1,0,-1,0,-1,-1,1,0
-1,0.647058824,-2,-4,0.413392759,-2,-1,1,-1,-1,1,-3,0.410714286,-2,-2,0,-3,0,-2,-1,1,1
-4,0.205882353,-2,-3,0.154011225,-2,-5,0,-2,-1,0,-2,0.464285714,-3,-1,0,-2,0,-2,-1,1,0
-2,0.117647059,-2,-1,0.07065038,-2,-5,0,-4,-1,0,-1,0.071428571,-1,-3,0,-1,0,-2,-1,0,1
-3,0.294117647,-3,-4,0.098052162,-2,-1,1,-1,-1,1,-3,0.732142857,-1,-2,0.333333333,-1,0,-1,-1,1,0
-1,0.382352941,-2,-3,0.335644327,-1,-1,1,-1,-1,1,-2,0.214285714,-1,-1,0,-1,0,-2,-1,1,1
-4,0.205882353,-2,-3,0.143831848,-2,-2,0.333333333,-1,-1,0,-1,0.267857143,-1,-1,0,-2,1,-2,-1,1,1
-3,0.117647059,-1,-4,0.055298778,-2,-1,1,-1,-1,1,-1,0.75,-1,-1,0.333333333,-2,0,-2,-1,1,0
-1,0.294117647,-3,-4,0.059590624,-2,-4,1,-1,-1,0.333333333,-1,0.428571429,-1,-2,0.333333333,-1,1,-2,-1,1,1
-3,0.294117647,-1,-4,0.097501926,-2,-2,1,-2,-1,1,-4,0.321428571,-1,-1,0,-1,0,-1,-1,1,0
-3,0.294117647,-2,-1,0.071640806,-2,-3,0.666666667,-1,-1,0,-4,0.232142857,-2,-1,0,-1,1,-2,-1,1,0
-1,0.117647059,-5,-1,0.020688896,-2,-2,1,-2,-1,1,-1,0.089285714,-2,-1,0,-2,0,-2,-1,0,1
-3,0.647058824,-1,-5,0.473643667,-1,-3,0.333333333,-1,-1,0,-3,0.285714286,-1,-2,0.333333333,-1,0,-1,-1,1,0
-3,0.117647059,-1,-8,0.04104765,-1,-3,1,-2,-1,1,-1,0.071428571,-1,-1,0.333333333,-1,0,-2,-1,0,0
-3,0.029411765,-5,-1,0.08253549,-3,-1,0.333333333,-1,-1,1,-2,0.464285714,-2,-1,0,-2,1,-2,-1,1,0
-1,0.647058824,-2,-1,0.371354683,-2,-3,0,-4,-2,0,-1,0.267857143,-1,-1,0.333333333,-1,0,-1,-1,1,1
-2,0.117647059,-1,-4,0.096016287,-5,-5,1,-1,-1,0,-4,0.142857143,-1,-1,0,-1,0,-2,-1,1,0
-2,0.073529412,-2,-2,0.052217454,-2,-3,1,-2,-1,1,-2,0.857142857,-1,-1,0.333333333,-3,0,-1,-1,1,0
-2,0.117647059,-2,-1,0.059480577,-2,-5,0.333333333,-1,-1,0,-4,0.053571429,-3,-1,0,-1,0,-2,-1,0,1
-2,0.205882353,-4,-4,0.111587983,-5,-5,0.666666667,-2,-1,0.666666667,-4,0.160714286,-1,-1,0.333333333,-1,0,-2,-1,1,1
-3,0.25,-4,-4,0.261527457,-1,-2,0,-2,-1,1,-2,0.178571429,-2,-1,0.333333333,-1,0,-1,-1,1,1
-1,0.294117647,-5,-3,0.181688126,-2,-3,0.666666667,-1,-1,1,-4,0.142857143,-2,-1,0,-1,0,-2,-1,1,1
-2,0.205882353,-1,-3,0.092329702,-2,-5,0.333333333,-1,-1,0.333333333,-1,0.214285714,-1,-1,0.333333333,-2,0,-2,-1,1,1
-1,0.294117647,-2,-5,0.149334214,-1,-1,1,-1,-1,1,-3,0.535714286,-2,-2,0,-1,1,-1,-1,1,0
-1,0.294117647,-5,-1,0.071310664,-2,-3,1,-1,-2,1,-4,0.089285714,-2,-3,0,-2,0,-2,-1,0,1
-4,0.029411765,-3,-1,0.023825245,-2,-5,0.333333333,-2,-1,0,-2,0.178571429,-2,-1,0,-1,0,-2,-1,1,0
-2,0.470588235,-2,-4,0.667932211,-1,-2,0,-1,-1,1,-3,0.321428571,-1,-2,0,-1,0,-1,-1,1,1
-2,0.294117647,-3,-6,0.245515572,-1,-2,1,-1,-1,0.333333333,-2,0.321428571,-2,-1,0.333333333,-3,0,-1,-1,1,0
-2,0.294117647,-3,-1,0.071695829,-5,-3,0.666666667,-2,-1,0.333333333,-2,0.071428571,-1,-3,0.333333333,-1,0,-1,-1,0,0
-1,0.117647059,-2,-4,0.061736547,-2,-3,0.333333333,-3,-1,0.666666667,-4,0.303571429,-1,-1,0,-1,0,-2,-1,1,1
-3,0.294117647,-1,-1,0.128095081,-4,-1,0.333333333,-1,-1,0.333333333,-4,0.267857143,-1,-1,0,-1,0,-2,-1,1,0
