status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,,
-4,0.117647059,-5,-5,0.030097942,-5,-5,1,-2,-1,0.666666667,-2,-1,-1,-2,0,-2,1,-1,-1,0,1
-1,0.117647059,-2,-5,0.104489931,-1,-3,1,-1,-1,0,-4,-1,-3,-3,0,-3,0,-1,-1,0,1
-1,0.294117647,-3,-5,0.092879938,-1,-2,1,-1,-1,0.666666667,-2,-1,-3,-2,0,-3,0,-1,-1,0,1
-4,0.205882353,-5,-5,0.04946627,-4,-3,1,-3,-1,0.666666667,-1,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-1,0.073529412,-3,-1,0.022229559,-1,-3,1,-3,-1,0.666666667,-3,-1,-3,-2,0,-2,0,-1,-1,0,1
-1,0.470588235,-3,-2,0.439033785,-1,-3,0.333333333,-3,-1,0.333333333,-2,-1,-3,-2,0,-3,1,-1,-1,0,1
-1,0.382352941,-3,-4,0.185539782,-4,-5,1,-2,-1,1,-2,-1,-3,-1,0.333333333,-3,0,-2,-1,0,0
-4,0.161764706,-4,-5,0.067569055,-1,-3,1,-4,-1,0.666666667,-1,-1,-1,-2,0.333333333,-3,0,-1,-1,0,0
-2,0.117647059,-3,-5,0.049796412,-1,-5,0.666666667,-4,-3,0.666666667,-1,-1,-1,-2,0.333333333,-2,0,-1,-1,0,0
-1,0.470588235,-3,-4,0.185429735,-1,-3,0,-3,-3,0.333333333,-2,-1,-3,-2,0,-3,1,-1,-1,0,0
-4,0.647058824,-2,-10,0.184824475,-1,-3,0,-2,-1,0,-1,-1,-2,-2,0,-3,0,-1,-1,0,0
-4,0.647058824,-5,-8,0.322438649,-1,-3,0,-3,-1,0.666666667,-4,-1,-1,-3,0,-3,0,-2,-1,0,0
-2,0.25,-5,-10,0.187190492,-1,-4,0.333333333,-3,-1,0.666666667,-2,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-4,0.073529412,-5,-8,0.037746231,-3,-5,1,-3,-1,0.333333333,-3,-1,-3,-2,0.333333333,-3,0,-2,-1,0,0
-1,0.823529412,-3,-10,0.387751733,-1,-5,1,-3,-2,1,-4,-1,-3,-1,0,-3,0,-1,-1,0,1
-3,0.294117647,-3,-5,0.269725982,-1,-4,1,-3,-1,0.333333333,-3,-2,-1,-2,0,-3,0,-1,-1,1,0
-2,0.647058824,-1,-1,0.446131837,-3,-2,0,-2,-1,0,-3,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-2,0.058823529,-3,-10,0.036150545,-1,-2,0.666666667,-4,-1,0.333333333,-1,-1,-3,-2,0,-3,0,-2,-1,0,0
-4,0.294117647,-3,-5,0.056564323,-1,-5,1,-3,-1,0,-1,-1,-3,-2,0,-4,0,-2,-1,0,0
-1,0.088235294,-5,-1,0.043358644,-1,-4,1,-3,-2,0.666666667,-2,-1,-3,-2,0.333333333,-3,0,-2,-1,0,0
-2,0.25,-3,-4,0.205018158,-5,-4,0.333333333,-3,-1,0.666666667,-3,-1,-3,-2,0,-3,0,-2,-1,0,0
-4,0.294117647,-4,-10,0.116925278,-3,-3,1,-3,-1,0.333333333,-3,-1,-3,-2,0.333333333,-3,1,-2,-1,0,0
-4,0.338235294,-5,-4,0.235281171,-4,-2,1,-3,-1,0.333333333,-1,-1,-2,-2,0.333333333,-2,1,-2,-1,0,0
-4,0.117647059,-3,-5,0.030483108,-1,-5,1,-3,-1,1,-3,-1,-3,-2,0,-3,0,-1,-1,0,0
-2,0.117647059,-1,-4,0.149609332,-1,-2,1,-2,-1,0.666666667,-2,-2,-3,-1,0.333333333,-3,0,-1,-1,1,1
-4,0.117647059,-3,-2,0.063992517,-4,-4,0.666666667,-3,-1,0.333333333,-2,-1,-3,-2,0,-3,0,-1,-2,0,0
-1,0.294117647,-3,-5,0.056784417,-2,-3,1,-2,-1,0.333333333,-3,-1,-3,-2,0,-2,0,-1,-1,0,1
-4,0.161764706,-5,-5,0.067183889,-1,-3,1,-3,-1,1,-4,-1,-3,-3,0.333333333,-3,0,-2,-1,0,0
-4,0.073529412,-3,-1,0.183063717,-2,-3,0,-3,-3,0.333333333,-1,-1,-3,-1,0,-3,1,-1,-2,0,0
-2,0.470588235,-4,-1,0.395179927,-1,-3,0.333333333,-2,-1,0.333333333,-2,-1,-3,-1,0,-3,0,-1,-1,0,0
-2,0.205882353,-5,-10,0.090073732,-5,-3,1,-4,-1,1,-1,-1,-1,-2,0.333333333,-3,0,-1,-1,0,0
-1,0.470588235,-3,-4,0.271211621,-1,-4,1,-3,-1,0.333333333,-2,-1,-3,-2,0,-3,0,-1,-1,0,1
-2,0.132352941,-3,-5,0.101848795,-1,-2,0.333333333,-2,-3,1,-2,-2,-3,-2,0,-2,0,-1,-1,1,0
-1,0.029411765,-5,-1,0.061131286,-1,-2,0.333333333,-3,-1,1,-1,-1,-3,-2,0,-2,1,-1,-2,0,0
-4,0.294117647,-4,-2,0.243699791,-1,-4,0.666666667,-3,-1,0.666666667,-3,-1,-3,-2,0.333333333,-2,0,-2,-1,0,0
-1,0.117647059,-3,-6,0.027016617,-2,-1,1,-2,-1,0.666666667,-2,-2,-3,-2,0,-3,0,-1,-1,1,1
-4,0.470588235,-4,-1,0.584626389,-1,-5,0.333333333,-3,-1,0.333333333,-3,-1,-3,-2,0.333333333,-3,1,-2,-1,0,0
-1,0.161764706,-3,-5,0.044183999,-1,-2,1,-4,-1,0.333333333,-1,-1,-3,-2,0,-3,0,-1,-2,0,0
-1,0.294117647,-2,-3,0.060966215,-5,-5,1,-3,-1,0.666666667,-3,-1,-2,-2,0,-4,0,-2,-1,0,1
-4,0.205882353,-4,-4,0.085726863,-1,-4,1,-2,-1,0,-1,-2,-3,-2,0,-3,0,-1,-1,1,1
-2,0.058823529,-3,-5,0.028062067,-1,-4,1,-2,-3,0.333333333,-1,-1,-3,-2,0,-2,0,-1,-1,0,0
-2,0.029411765,-3,-5,0.099757896,-1,-2,1,-4,-1,0.666666667,-3,-1,-3,-1,0,-4,0,-2,-1,0,0
-1,0.161764706,-3,-1,0.06344228,-1,-3,0.333333333,-2,-1,1,-3,-1,-3,-1,0,-3,0,-1,-1,0,0
-2,0.029411765,-3,-5,0.018708044,-1,-2,0.666666667,-4,-1,0.666666667,-1,-1,-3,-2,0,-2,0,-1,-2,0,0
-1,0.058823529,-5,-1,0.026466381,-1,-5,1,-3,-1,1,-1,-1,-3,-2,0.333333333,-2,0,-1,-1,0,0
-4,0.470588235,-4,-4,0.408715748,-3,-4,0.333333333,-2,-1,1,-3,-1,-3,-2,0.333333333,-3,0,-2,-1,0,0
-4,0.117647059,-5,-5,0.020248707,-1,-5,1,-3,-1,1,-1,-1,-3,-2,0,-3,0,-1,-1,0,0
-4,0.470588235,-3,-4,0.170518323,-1,-3,1,-2,-1,0.333333333,-3,-1,-3,-2,0,-4,0,-2,-1,0,1
-2,0.117647059,-3,-10,0.043303621,-2,-4,0.666666667,-3,-1,1,-1,-1,-3,-2,0,-2,0,-1,-1,0,0
-3,0.117647059,-5,-1,0.067679102,-3,-1,0.333333333,-3,-1,1,-4,-1,-1,-3,0.666666667,-1,0,-1,-1,0,0
-4,0.294117647,-5,-7,0.099482778,-1,-3,1,-1,-1,0.333333333,-1,-1,-3,-2,0.333333333,-3,0,-2,-1,0,0
-4,0.044117647,-4,-5,0.032794101,-5,-5,0.666666667,-3,-1,1,-4,-1,-3,-3,0,-3,0,-1,-1,0,0
-4,0.117647059,-3,-5,0.100308132,-2,-3,1,-2,-2,0.333333333,-1,-1,-3,-2,0,-3,0,-1,-1,0,0
-2,0.117647059,-3,-5,0.020633873,-1,-2,1,-4,-3,0,-1,-1,-1,-2,0,-2,0,-1,-1,0,0
-2,0.073529412,-3,-5,0.102784197,-1,-3,0.333333333,-3,-1,0.333333333,-1,-1,-3,-2,0,-2,1,-1,-1,0,0
-4,0.205882353,-3,-4,0.12462859,-1,-3,0.666666667,-3,-1,1,-1,-1,-3,-2,0,-3,0,-2,-1,0,0
-1,0.294117647,-2,-4,0.170518323,-3,-2,1,-3,-1,1,-4,-1,-3,-3,0,-3,1,-2,-1,0,1
-4,0.470588235,-5,-2,0.594475625,-5,-3,1,-3,-1,0.333333333,-3,-1,-3,-2,0,-4,0,-2,-1,0,0
-4,0.205882353,-5,-5,0.050566744,-5,-3,1,-3,-1,0.666666667,-2,-1,-3,-2,0.333333333,-3,0,-2,-1,0,0
-4,0.294117647,-3,-10,0.055463849,-1,-4,1,-3,-1,0,-1,-2,-3,-2,0,-3,0,-2,-1,1,0
-2,1,-3,-5,0.294101464,-2,-3,0.333333333,-4,-1,0.333333333,-3,-2,-3,-2,0,-3,0,-1,-1,1,1
-2,0.102941176,-5,-1,0.058985364,-4,-3,1,-2,-1,1,-3,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-2,0.205882353,-1,-4,0.164740839,-1,-3,0,-2,-1,1,-3,-1,-1,-2,0.333333333,-3,0,-2,-1,0,0
-1,0.117647059,-5,-2,0.063772422,-1,-5,1,-3,-1,0.666666667,-1,-1,-3,-2,0,-3,0,-1,-1,0,0
-1,0.294117647,-2,-4,0.141850996,-3,-3,1,-3,-1,1,-1,-2,-2,-2,0,-3,0,-2,-1,1,0
-2,0.117647059,-3,-1,0.320677891,-1,-4,0.333333333,-3,-1,0.333333333,-3,-1,-3,-2,0,-3,0,-1,-1,0,0
-1,0.029411765,-3,-4,0.009794212,-1,-5,0.333333333,-2,-1,0,-2,-1,-1,-2,0,-3,0,-2,-1,0,0
-1,0.205882353,-5,-1,0.204467921,-1,-5,0,-2,-1,1,-1,-1,-1,-1,0.666666667,-3,0,-2,-1,0,1
-4,0.117647059,-3,-1,0.103609552,-5,-5,1,-2,-1,1,-4,-1,-3,-3,0,-4,0,-2,-1,0,0
-4,0.117647059,-5,-5,0.014966436,-3,-5,1,-3,-1,1,-2,-1,-3,-2,0.333333333,-3,1,-2,-1,0,0
-3,0.161764706,-3,-5,0.114284142,-1,-2,0.333333333,-2,-1,0.666666667,-1,-2,-3,-2,0,-2,0,-1,-1,1,1
-2,0.294117647,-5,-4,0.24683614,-1,-2,0.333333333,-2,-1,1,-3,-2,-1,-2,0,-2,0,-1,-1,1,1
-4,0.161764706,-3,-4,0.135248157,-1,-2,0.333333333,-3,-1,0.666666667,-2,-1,-1,-2,0.333333333,-2,0,-1,-1,0,0
-4,0.294117647,-4,-10,0.150104545,-5,-3,1,-3,-1,1,-1,-1,-3,-2,0.333333333,-3,1,-2,-1,0,0
-1,0.294117647,-3,-4,0.151094971,-5,-3,0.333333333,-4,-1,1,-3,-2,-3,-2,0,-3,0,-1,-1,1,1
-4,0.823529412,-5,-1,0.743149554,-5,-5,0.333333333,-3,-1,1,-4,-1,-1,-3,0,-4,0,-2,-1,0,0
-2,0.647058824,-3,-10,0.848574887,-1,-3,0.333333333,-3,-1,0.333333333,-3,-2,-3,-2,0,-3,0,-2,-1,1,1
-3,0.117647059,-3,-5,0.057609772,-1,-3,0.666666667,-4,-1,1,-1,-2,-3,-1,0,-3,0,-1,-1,1,0
-2,0.205882353,-3,-5,0.033894575,-1,-3,1,-4,-3,0.333333333,-1,-2,-3,-2,0,-2,0,-1,-1,1,0
-1,0.117647059,-3,-4,0.419005172,-1,-5,1,-3,-1,1,-4,-1,-3,-3,0,-4,0,-2,-1,0,1
-4,0.338235294,-4,-2,0.46016287,-4,-3,0.333333333,-3,-1,0.333333333,-3,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-4,0.117647059,-4,-2,0.068944646,-1,-3,1,-4,-1,1,-1,-1,-3,-1,0,-3,0,-1,-1,0,0
-4,0.382352941,-2,-2,0.398096181,-5,-1,1,-2,-1,0,-1,-1,-1,-2,0,-4,0,-2,-1,0,1
-4,0.382352941,-5,-5,0.155551887,-5,-5,0.666666667,-3,-1,0.333333333,-3,-1,-3,-2,0.333333333,-3,1,-2,-1,0,0
-2,0.073529412,-3,-4,0.039011775,-1,-3,0,-2,-1,0.333333333,-3,-1,-3,-2,0,-3,0,-1,-2,0,1
-1,0.029411765,-5,-4,0.172444151,-1,-3,0,-1,-1,1,-1,-1,-3,-1,0,-4,0,-2,-1,0,1
-2,0.088235294,-3,-4,0.069935072,-1,-3,1,-1,-1,0.333333333,-3,-1,-3,-2,0,-2,0,-1,-1,0,0
-2,0.470588235,-4,-1,0.431165401,-2,-5,0.333333333,-3,-1,1,-3,-1,-3,-2,1,-4,0,-2,-1,0,1
-1,0.117647059,-5,-1,0.178771872,-1,-3,0.666666667,-2,-2,0.333333333,-1,-1,-3,-2,0.333333333,-3,0,-1,-1,0,1
-2,0.382352941,-5,-1,0.220039617,-1,-1,1,-4,-1,0.333333333,-3,-1,-3,-2,0.333333333,-4,0,-1,-1,0,1
-1,0.294117647,-4,-5,0.077528337,-1,-2,1,-2,-1,0.333333333,-3,-1,-3,-1,0,-2,0,-2,-1,0,1
-4,0.029411765,-2,-5,0.08253549,-3,-5,0.333333333,-3,-1,1,-2,-1,-1,-2,0,-2,1,-1,-1,0,0
-1,0.205882353,-2,-5,0.092989986,-1,-2,0.666666667,-3,-2,1,-4,-1,-1,-3,0,-4,0,-2,-1,0,0
-1,0.147058824,-3,-1,0.204853087,-1,-1,0,-3,-1,1,-4,-2,-3,-3,0,-3,0,-1,-1,1,0
-4,0.338235294,-3,-1,0.127654892,-1,-3,0.666666667,-2,-1,0.666666667,-1,-2,-3,-1,0,-3,0,-1,-1,1,1
-3,0.088235294,-5,-1,0.029217564,-1,-5,1,-3,-1,1,-4,-1,-3,-3,0.333333333,-3,0,-2,-1,0,0
-1,0.470588235,-4,-10,0.104269836,-1,-4,0.333333333,-3,-1,0,-3,-2,-3,-2,0.333333333,-3,0,-2,-1,1,1
-4,0.470588235,-4,-5,0.231319467,-1,-3,1,-2,-1,1,-1,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-4,0.117647059,-5,-5,0.05727963,-1,-3,1,-2,-1,0.333333333,-2,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-4,0.294117647,-5,-8,0.07411687,-1,-5,1,-3,-1,1,-4,-1,-3,-3,0.333333333,-3,1,-1,-1,0,0
-4,0.25,-5,-1,0.683944096,-5,-5,1,-3,-1,1,-4,-1,-3,-3,0,-4,0,-2,-1,0,1
-4,0.470588235,-3,-2,0.244084957,-1,-3,0.333333333,-3,-1,0.333333333,-4,-1,-3,-3,0,-4,0,-2,-1,0,0
-2,0.470588235,-4,-1,0.1437218,-2,-5,1,-3,-1,0.666666667,-4,-1,-3,-3,0,-3,0,-1,-1,0,0
-4,0.088235294,-3,-8,0.026246286,-3,-5,1,-3,-1,1,-4,-1,-3,-3,0,-3,0,-2,-1,0,0
-4,0.294117647,-5,-5,0.119621437,-5,-5,1,-3,-1,1,-2,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-2,0.117647059,-3,-5,0.059480577,-1,-2,0.333333333,-3,-1,0,-3,-2,-2,-2,0,-3,0,-1,-1,1,1
-1,0.117647059,-3,-5,0.108066469,-1,-3,1,-3,-1,0.666666667,-2,-2,-3,-2,0,-2,0,-1,-1,1,0
-1,0.117647059,-5,-1,0.024265434,-1,-5,1,-3,-1,0.666666667,-2,-1,-3,-2,0.333333333,-3,0,-1,-1,0,1
-4,0,-5,-1,0.172224056,-1,-4,0,-2,-1,0,-1,-1,-3,-2,0,-3,1,-1,-1,0,0
-1,0.029411765,-3,-1,0.061846594,-5,-1,1,-2,-1,0.666666667,-2,-1,-3,-2,0,-4,0,-2,-1,0,0
-2,0.294117647,-4,-4,0.114614284,-5,-2,1,-3,-1,0.333333333,-2,-1,-1,-2,0,-2,0,-1,-1,0,0
-1,0.294117647,-3,-4,0.152470562,-1,-3,0.333333333,-1,-1,0.333333333,-1,-2,-3,-1,0,-2,0,-1,-1,1,0
-4,0.029411765,-3,-4,0.150104545,-3,-3,0,-3,-1,0.333333333,-3,-1,-3,-2,0,-3,0,-2,-1,0,0
-1,0.205882353,-3,-4,0.122317597,-1,-1,1,-3,-1,0,-3,-2,-3,-2,0,-1,0,-1,-1,1,1
-2,0.294117647,-3,-4,0.22565203,-5,-3,0,-2,-1,1,-2,-1,-3,-2,0,-2,0,-2,-1,0,0
-2,0.088235294,-2,-5,0.043908881,-1,-3,1,-3,-1,1,-1,-2,-2,-2,0,-2,0,-1,-1,1,0
-2,0.470588235,-3,-8,0.680202487,-2,-3,0,-3,-1,1,-4,-1,-3,-3,0,-3,1,-2,-1,0,1
-1,0.117647059,-3,-1,0.028007043,-1,-4,1,-3,-1,0.333333333,-1,-1,-3,-2,0,-3,0,-1,-1,0,1
-4,0.647058824,-5,-2,0.137614174,-5,-5,1,-3,-1,0.666666667,-3,-1,-3,-2,0.333333333,-3,1,-2,-1,0,0
-4,0.647058824,-5,-2,0.623968306,-2,-3,0.333333333,-2,-1,1,-3,-2,-1,-1,0.333333333,-2,0,-1,-1,1,1
-4,0.161764706,-3,-5,0.182568504,-1,-5,1,-2,-1,0.333333333,-3,-1,-1,-1,0,-4,0,-2,-1,0,0
-4,0.823529412,-3,-1,0.345383515,-5,-3,1,-3,-1,1,-4,-1,-3,-3,0,-3,1,-2,-1,0,0
-1,0.102941176,-5,-1,0.201111478,-1,-3,0.333333333,-3,-1,0.333333333,-1,-1,-3,-1,0.333333333,-3,1,-1,-1,0,0
-1,0.205882353,-3,-4,0.132551997,-4,-3,1,-3,-1,0.333333333,-3,-1,-3,-2,0,-3,0,-1,-1,0,0
-4,0.029411765,-3,-5,0.074006823,-1,-4,0.666666667,-3,-1,0.333333333,-2,-1,-3,-2,0,-3,1,-1,-1,0,0
-3,0.029411765,-3,-4,0.10267415,-1,-3,0.333333333,-3,-1,0.333333333,-1,-1,-3,-2,0,-3,0,-2,-1,0,0
-1,0.029411765,-5,-1,0.18851106,-1,-3,0,-3,-1,0.666666667,-1,-1,-3,-1,0.666666667,-3,1,-1,-1,0,0
-4,0.029411765,-1,-5,0.009684164,-1,-5,1,-4,-1,1,-3,-1,-3,-2,0,-2,0,-1,-1,0,0
-4,0.205882353,-5,-5,0.020853967,-3,-5,1,-3,-1,0.666666667,-2,-1,-1,-2,0.333333333,-4,0,-2,-1,0,0
-4,0.205882353,-5,-2,0.163915484,-5,-1,0.333333333,-3,-1,1,-4,-1,-3,-2,0,-4,0,-2,-1,0,0
-1,0.470588235,-3,-4,0.175855618,-1,-5,1,-3,-1,0.333333333,-3,-1,-3,-2,0,-3,1,-1,-1,0,1
-4,0.470588235,-3,-1,0.155661935,-5,-3,1,-3,-1,1,-1,-1,-3,-2,0,-3,0,-1,-1,0,0
-2,0.073529412,-3,-5,0.078133597,-1,-2,1,-2,-1,0.333333333,-3,-2,-3,-2,0,-3,0,-2,-1,1,1
-1,0.205882353,-1,-4,0.157587763,-1,-2,0,-2,-1,1,-2,-1,-3,-1,0,-3,0,-1,-1,0,1
-2,0.294117647,-3,-2,0.678386706,-1,-5,1,-2,-1,0.333333333,-4,-1,-3,-3,0,-4,0,-2,-1,0,1
-4,0.382352941,-5,-2,0.404203808,-5,-5,0,-3,-1,1,-3,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-2,0.029411765,-3,-7,0.011224827,-1,-2,0.666666667,-4,-1,0,-2,-2,-3,-2,0,-2,0,-1,-1,1,0
-3,0.470588235,-3,-5,0.201551667,-1,-3,0.333333333,-3,-1,0.333333333,-1,-2,-3,-2,0,-3,0,-2,-1,1,0
-4,0.205882353,-5,-5,0.073291515,-4,-5,1,-3,-1,1,-3,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-4,0.161764706,-5,-4,0.170188181,-1,-3,1,-3,-1,0.333333333,-4,-1,-3,-3,0,-3,0,-2,-1,0,0
-3,0.205882353,-3,-1,0.094145483,-1,-5,0.666666667,-2,-1,0.333333333,-3,-2,-3,-2,0,-4,0,-1,-1,1,0
-2,0.073529412,-3,-1,0.071475735,-5,-2,1,-3,-1,0.333333333,-1,-1,-3,-2,0,-1,0,-1,-1,0,0
-4,0.294117647,-5,-10,0.235281171,-1,-3,0.666666667,-3,-1,0.333333333,-1,-1,-3,-2,0,-4,0,-2,-1,0,0
-1,0.235294118,-5,-1,0.109221965,-1,-3,1,-4,-3,0.333333333,-2,-1,-1,-1,0.333333333,-3,0,-1,-2,0,1
-1,0.205882353,-3,-4,0.098437328,-1,-3,0,-2,-1,1,-1,-2,-1,-1,0,-3,0,-1,-1,1,1
-2,0.117647059,-5,-4,0.185264664,-1,-5,0,-3,-1,1,-3,-1,-3,-1,0.666666667,-3,0,-2,-1,0,0
-3,0.294117647,-3,-4,0.14537251,-1,-5,0.666666667,-1,-1,1,-4,-1,-3,-3,0,-3,0,-1,-1,0,0
-2,0.647058824,-5,-4,0.266644657,-1,-3,0.333333333,-2,-1,0.666666667,-3,-1,-3,-2,0,-4,0,-2,-1,0,1
-4,0.117647059,-3,-1,0.062506878,-3,-3,0.333333333,-2,-1,0.333333333,-2,-1,-3,-2,0,-3,0,-1,-1,0,1
-4,0.647058824,-3,-5,0.548695939,-5,-4,1,-3,-1,0.666666667,-3,-1,-2,-2,0,-3,0,-2,-1,0,0
-2,0.823529412,-2,-3,0.79960383,-2,-5,0.666666667,-2,-1,1,-4,-1,-1,-3,0.333333333,-4,0,-2,-1,0,1
-1,0.117647059,-3,-1,0.05381314,-1,-3,1,-2,-1,0.333333333,-1,-2,-3,-2,0,-2,0,-1,-1,1,1
-2,0.205882353,-5,-4,0.057499725,-1,-2,1,-2,-1,0,-2,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-4,0.382352941,-3,-5,0.088973259,-5,-5,1,-3,-1,1,-3,-1,-3,-2,0,-3,0,-2,-1,0,0
-1,0.294117647,-3,-1,0.036590734,-5,-5,1,-2,-1,0.333333333,-3,-1,-1,-2,0,-3,0,-1,-1,0,1
-4,0.205882353,-4,-10,0.105590404,-1,-3,1,-4,-1,0.333333333,-3,-1,-3,-2,0,-3,0,-2,-1,0,1
-4,0.382352941,-5,-5,0.303785628,-1,-4,1,-2,-1,0.333333333,-3,-2,-3,-2,0.333333333,-3,0,-1,-1,1,0
-4,0.147058824,-4,-1,0.03037306,-1,-3,1,-3,-1,0.333333333,-3,-1,-3,-2,0.333333333,-2,0,-1,-1,0,0
-4,0.294117647,-5,-5,0.133927589,-1,-3,1,-3,-1,0.333333333,-1,-1,-3,-2,0.333333333,-2,0,-1,-1,0,0
-2,0.235294118,-4,-3,0.130901288,-1,-3,0.333333333,-3,-1,0.666666667,-3,-1,-1,-2,0.333333333,-3,0,-2,-1,0,0
-4,0.161764706,-2,-5,0.072576208,-2,-5,1,-3,-1,1,-3,-1,-1,-2,0,-2,1,-1,-1,0,0
-4,0.073529412,-5,-1,0.053593045,-1,-3,0.666666667,-3,-1,0,-1,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-2,0.117647059,-3,-5,0.07065038,-1,-2,0,-4,-1,0,-1,-2,-3,-1,0,-3,0,-1,-1,1,1
-1,0.294117647,-3,-1,0.158082976,-1,-2,1,-2,-1,0,-2,-1,-3,-2,0,-3,0,-1,-1,0,1
-4,0.25,-3,-10,0.072741279,-4,-5,1,-2,-1,1,-1,-1,-1,-2,0,-2,0,-1,-1,0,0
-4,0.073529412,-5,-5,0.155386816,-5,-3,0,-3,-1,0.333333333,-1,-1,-3,-2,0.333333333,-3,1,-1,-1,0,0
-4,0.294117647,-5,-5,0.129910862,-1,-5,1,-4,-2,0.666666667,-1,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-4,0.117647059,-3,-1,0.117750633,-5,-5,1,-3,-1,0.666666667,-3,-1,-3,-2,0,-3,0,-2,-1,0,0
-1,0.470588235,-3,-8,0.095025861,-5,-5,1,-3,-1,1,-4,-1,-3,-2,0,-4,0,-2,-1,0,1
-1,0.647058824,-5,-2,0.334598878,-1,-5,1,-3,-1,1,-4,-1,-3,-3,0.333333333,-3,0,-2,-1,0,1
-4,0.117647059,-5,-4,0.055463849,-1,-2,0.333333333,-2,-1,1,-2,-2,-3,-1,0.333333333,-2,0,-1,-1,1,0
-1,0.294117647,-3,-4,0.164190602,-1,-2,1,-2,-1,1,-1,-2,-3,-1,0,-2,0,-2,-1,1,1
-2,0.294117647,-3,-2,0.138109387,-5,-5,1,-3,-1,1,-4,-1,-1,-3,0,-3,0,-2,-1,0,0
-1,0.25,-3,-5,0.129635743,-1,-2,1,-2,-1,1,-2,-1,-3,-1,0,-4,0,-2,-1,0,0
-4,0.294117647,-5,-2,0.115329592,-1,-4,1,-3,-1,0.666666667,-3,-1,-3,-2,0.333333333,-3,0,-2,-1,0,0
-1,0.029411765,-3,-8,0.010894685,-1,-2,1,-2,-1,1,-2,-2,-3,-2,0,-3,0,-1,-1,1,1
-2,0.117647059,-5,-1,0.116430065,-3,-4,0.666666667,-1,-1,0.666666667,-3,-1,-3,-2,0,-4,0,-2,-1,0,0
-1,0.647058824,-3,-2,0.24969737,-1,-4,1,-3,-1,0.666666667,-2,-1,-3,-2,0,-3,1,-1,-1,0,0
-4,0.294117647,-5,-4,0.097832068,-1,-4,0.333333333,-3,-1,0.333333333,-2,-1,-3,-2,0.333333333,-2,0,-1,-1,0,0
-2,0.029411765,-2,-1,0.037471113,-2,-2,0,-2,-1,0,-2,-1,-2,-2,0,-2,0,-1,-1,0,1
-3,0.294117647,-5,-4,0.185264664,-5,-5,1,-3,-2,1,-4,-2,-3,-1,0.333333333,-3,0,-1,-1,1,0
-1,0.382352941,-3,-2,0.198470342,-1,-3,1,-1,-1,1,-2,-1,-3,-2,0,-4,0,-2,-1,0,0
-4,0.073529412,-5,-4,0.118631011,-1,-1,0.333333333,-3,-1,0.666666667,-3,-1,-3,-2,0,-4,0,-1,-1,0,0
-4,0.294117647,-4,-1,0.025696049,-5,-5,1,-4,-1,1,-3,-1,-3,-2,0.333333333,-3,0,-2,-1,0,0
-4,0.294117647,-3,-2,0.416198966,-1,-4,0.666666667,-3,-1,0.666666667,-3,-1,-3,-2,0,-4,0,-2,-1,0,0
-1,0.294117647,-3,-2,0.348244745,-1,-1,1,-3,-1,0.333333333,-4,-1,-3,-3,0,-4,0,-2,-1,0,0
-1,0.647058824,-3,-10,0.223286013,-1,-2,0.666666667,-2,-1,1,-2,-2,-3,-1,0,-3,0,-1,-1,1,1
-1,0.25,-3,-4,0.184274238,-1,-4,0,-2,-1,1,-3,-1,-3,-1,0,-2,0,-1,-1,0,0
-1,0.117647059,-3,-2,0.172554198,-1,-5,0.666666667,-3,-1,1,-4,-1,-3,-3,0,-3,0,-2,-1,0,1
-1,0.647058824,-2,-10,0.409100913,-1,-4,0.333333333,-2,-3,1,-3,-1,-3,-1,0,-3,0,-1,-1,0,1
-2,0.294117647,-3,-4,0.209475074,-1,-4,0.666666667,-1,-1,0.666666667,-3,-1,-3,-2,0,-3,0,-2,-1,0,1
-4,0.073529412,-3,-1,0.124188401,-3,-5,0.333333333,-3,-1,1,-4,-1,-3,-3,0,-2,0,-1,-1,0,0
-4,0.382352941,-4,-10,0.221305161,-2,-3,0.333333333,-3,-1,0.333333333,-2,-1,-3,-2,0.333333333,-2,0,-1,-1,0,0
-1,0.205882353,-3,-4,0.048475845,-1,-1,1,-2,-1,0.333333333,-3,-1,-3,-2,0,-3,0,-1,-1,0,1
-2,0.205882353,-3,-5,0.057829867,-1,-5,1,-4,-3,0.333333333,-1,-1,-3,-2,0,-2,0,-1,-1,0,0
-1,0.205882353,-3,-4,0.214757346,-1,-3,0.333333333,-3,-2,0.666666667,-3,-1,-3,-2,0,-3,0,-1,-1,0,1
